name,tudu domain TodoList long serialVersionUID String listId name boolean rssAllowed Date lastUpdate SetTodo todos SetUser users,restoreTodoListModel todoList name fmt param value,1,TodoList,restore,restore.jsp,Tudu-Lists\src\main\java\tudu\domain\TodoList.java,Tudu-Lists\src\main\webapp\WEB-INF\views\restore.jsp,Tudu Lists http www w org xhtml en fragments header head jsp main body restore title restoreTodoListModel multipart form data listId list width px subtitle odd file backupFile error even choice restoreChoice create replace todoList name merge padding left button javascript submitForm this blur submit footer, A Todo List author Julien Dubois The serialVersionUID TodoList listId name rssAllowed lastUpdate todos users getListId Optional  return empty setListId this getName setName isRssAllowed setRssAllowed getLastUpdate setLastUpdate getTodos setTodos getUsers setUsers compareTo that toLowerCase equals o if true instanceof false final todoList null hashCode toString todo list usage CacheConcurrencyStrategy READ WRITE id generator system uuid strategy mappedBy todoLists
name,tudu domain TodoList long serialVersionUID String listId name boolean rssAllowed Date lastUpdate SetTodo todos SetUser users,restoreTodoListModel todoList name fmt param value,1,TodoList,restore,restore.jsp,Tudu-Lists\src\main\java\tudu\domain\TodoList.java,Tudu-Lists\src\main\webapp\WEB-INF\views\restore.jsp,Tudu Lists http www w org xhtml en fragments header head jsp main body restore title restoreTodoListModel multipart form data listId list width px subtitle odd file backupFile error even choice restoreChoice create replace todoList name merge padding left button javascript submitForm this blur submit footer, A Todo List author Julien Dubois The serialVersionUID TodoList listId name rssAllowed lastUpdate todos users getListId Optional  return empty setListId this getName setName isRssAllowed setRssAllowed getLastUpdate setLastUpdate getTodos setTodos getUsers setUsers compareTo that toLowerCase equals o if true instanceof false final todoList null hashCode toString todo list usage CacheConcurrencyStrategy READ WRITE id generator system uuid strategy mappedBy todoLists
name,tudu domain TodoList long serialVersionUID String listId name boolean rssAllowed Date lastUpdate SetTodo todos SetUser users,todoList name  listId a href javascript renderTableListId todo name,1,TodoList,todos table filter,todos_table_filter.jsp,Tudu-Lists\src\main\java\tudu\domain\TodoList.java,Tudu-Lists\src\main\webapp\WEB-INF\fragments\todos_table_filter.jsp,todo todoList name description priority font px em Arial Helvetica sans serif filter eq nextDays todos next days detailed assignedToMe assigned to me empty message nothing display not list descriptionClass priorityClass width dueDateClass due date row trStyle even odd todoId tdStyle javascript renderTableListId listId dueDate time le now staticContent images warning gif text align center size MM dd yyyy, A Todo List author Julien Dubois The serialVersionUID TodoList listId name rssAllowed lastUpdate todos users getListId Optional  return empty setListId this getName setName isRssAllowed setRssAllowed getLastUpdate setLastUpdate getTodos setTodos getUsers setUsers compareTo that toLowerCase equals o if true instanceof false final todoList null hashCode toString todo list usage CacheConcurrencyStrategy READ WRITE id generator system uuid strategy mappedBy todoLists
name,tudu domain TodoList long serialVersionUID String listId name boolean rssAllowed Date lastUpdate SetTodo todos SetUser users,todoList name  users  rssAllowed div style font 18px 1 3em Arial Helvetica sans serif name,1,TodoList,todos table,todos_table.jsp,Tudu-Lists\src\main\java\tudu\domain\TodoList.java,Tudu-Lists\src\main\webapp\WEB-INF\fragments\todos_table.jsp,todoList name completion todo description priority assignedUser login hiddenTodos Backup Restore row not empty font px em Arial Helvetica sans serif center padding width background color FF text align left quickAddNewTodoForm return false if event keyCode quickAddTodo javascript todos actions add quick showAddTodo deleteAllCompletedTodos delete all hideOlderTodos eq true showOlderTodos show older hide message nothing to display showAssignedUser fn length users max height overflow auto list descriptionClass sortTable completed common click edit priorityClass dueDateClass due date assignedUserClass assigned user trStyle even odd method completeTodo page checked style reopenTodo tdStyle todoId showQuickEditTodo and dueDate time le now staticContent images warning png hasNotes note none in quickEditTodo this value size dateFormat checkbox showEditTodo pencil deleteTodo bin closed hidden hiddenColspan rssAllowed ctx tudu rss listId RSS gif alternate feed application xml backup asc restore desc, A Todo List author Julien Dubois The serialVersionUID TodoList listId name rssAllowed lastUpdate todos users getListId Optional  return empty setListId this getName setName isRssAllowed setRssAllowed getLastUpdate setLastUpdate getTodos setTodos getUsers setUsers compareTo that toLowerCase equals o if true instanceof false final todoList null hashCode toString todo list usage CacheConcurrencyStrategy READ WRITE id generator system uuid strategy mappedBy todoLists
listId,tudu domain TodoList long serialVersionUID String listId name boolean rssAllowed Date lastUpdate SetTodo todos SetUser users,todoList name  users  rssAllowed a href ctx tudu restore listId Restore img width 9 height 10 alt src staticContent images desc gif border 0,1,TodoList,todos table,todos_table.jsp,Tudu-Lists\src\main\java\tudu\domain\TodoList.java,Tudu-Lists\src\main\webapp\WEB-INF\fragments\todos_table.jsp,todoList name completion todo description priority assignedUser login hiddenTodos Backup Restore row not empty font px em Arial Helvetica sans serif center padding width background color FF text align left quickAddNewTodoForm return false if event keyCode quickAddTodo javascript todos actions add quick showAddTodo deleteAllCompletedTodos delete all hideOlderTodos eq true showOlderTodos show older hide message nothing to display showAssignedUser fn length users max height overflow auto list descriptionClass sortTable completed common click edit priorityClass dueDateClass due date assignedUserClass assigned user trStyle even odd method completeTodo page checked style reopenTodo tdStyle todoId showQuickEditTodo and dueDate time le now staticContent images warning png hasNotes note none in quickEditTodo this value size dateFormat checkbox showEditTodo pencil deleteTodo bin closed hidden hiddenColspan rssAllowed ctx tudu rss listId RSS gif alternate feed application xml backup asc restore desc, A Todo List author Julien Dubois The serialVersionUID TodoList listId name rssAllowed lastUpdate todos users getListId Optional  return empty setListId this getName setName isRssAllowed setRssAllowed getLastUpdate setLastUpdate getTodos setTodos getUsers setUsers compareTo that toLowerCase equals o if true instanceof false final todoList null hashCode toString todo list usage CacheConcurrencyStrategy READ WRITE id generator system uuid strategy mappedBy todoLists
listId,tudu domain TodoList long serialVersionUID String listId name boolean rssAllowed Date lastUpdate SetTodo todos SetUser users,todoList name  listId a href javascript renderTableListId todo name,1,TodoList,todos table filter,todos_table_filter.jsp,Tudu-Lists\src\main\java\tudu\domain\TodoList.java,Tudu-Lists\src\main\webapp\WEB-INF\fragments\todos_table_filter.jsp,todo todoList name description priority font px em Arial Helvetica sans serif filter eq nextDays todos next days detailed assignedToMe assigned to me empty message nothing display not list descriptionClass priorityClass width dueDateClass due date row trStyle even odd todoId tdStyle javascript renderTableListId listId dueDate time le now staticContent images warning gif text align center size MM dd yyyy, A Todo List author Julien Dubois The serialVersionUID TodoList listId name rssAllowed lastUpdate todos users getListId Optional  return empty setListId this getName setName isRssAllowed setRssAllowed getLastUpdate setLastUpdate getTodos setTodos getUsers setUsers compareTo that toLowerCase equals o if true instanceof false final todoList null hashCode toString todo list usage CacheConcurrencyStrategy READ WRITE id generator system uuid strategy mappedBy todoLists
listId,tudu domain TodoList long serialVersionUID String listId name boolean rssAllowed Date lastUpdate SetTodo todos SetUser users,todoList name  users  rssAllowed a href ctx tudu rss listId,1,TodoList,todos table,todos_table.jsp,Tudu-Lists\src\main\java\tudu\domain\TodoList.java,Tudu-Lists\src\main\webapp\WEB-INF\fragments\todos_table.jsp,todoList name completion todo description priority assignedUser login hiddenTodos Backup Restore row not empty font px em Arial Helvetica sans serif center padding width background color FF text align left quickAddNewTodoForm return false if event keyCode quickAddTodo javascript todos actions add quick showAddTodo deleteAllCompletedTodos delete all hideOlderTodos eq true showOlderTodos show older hide message nothing to display showAssignedUser fn length users max height overflow auto list descriptionClass sortTable completed common click edit priorityClass dueDateClass due date assignedUserClass assigned user trStyle even odd method completeTodo page checked style reopenTodo tdStyle todoId showQuickEditTodo and dueDate time le now staticContent images warning png hasNotes note none in quickEditTodo this value size dateFormat checkbox showEditTodo pencil deleteTodo bin closed hidden hiddenColspan rssAllowed ctx tudu rss listId RSS gif alternate feed application xml backup asc restore desc, A Todo List author Julien Dubois The serialVersionUID TodoList listId name rssAllowed lastUpdate todos users getListId Optional  return empty setListId this getName setName isRssAllowed setRssAllowed getLastUpdate setLastUpdate getTodos setTodos getUsers setUsers compareTo that toLowerCase equals o if true instanceof false final todoList null hashCode toString todo list usage CacheConcurrencyStrategy READ WRITE id generator system uuid strategy mappedBy todoLists
listId,tudu domain TodoList long serialVersionUID String listId name boolean rssAllowed Date lastUpdate SetTodo todos SetUser users,todoList name  users  rssAllowed link rel alternate title RSS feed href ctx tudu rss listId TYPE application xml,1,TodoList,todos table,todos_table.jsp,Tudu-Lists\src\main\java\tudu\domain\TodoList.java,Tudu-Lists\src\main\webapp\WEB-INF\fragments\todos_table.jsp,todoList name completion todo description priority assignedUser login hiddenTodos Backup Restore row not empty font px em Arial Helvetica sans serif center padding width background color FF text align left quickAddNewTodoForm return false if event keyCode quickAddTodo javascript todos actions add quick showAddTodo deleteAllCompletedTodos delete all hideOlderTodos eq true showOlderTodos show older hide message nothing to display showAssignedUser fn length users max height overflow auto list descriptionClass sortTable completed common click edit priorityClass dueDateClass due date assignedUserClass assigned user trStyle even odd method completeTodo page checked style reopenTodo tdStyle todoId showQuickEditTodo and dueDate time le now staticContent images warning png hasNotes note none in quickEditTodo this value size dateFormat checkbox showEditTodo pencil deleteTodo bin closed hidden hiddenColspan rssAllowed ctx tudu rss listId RSS gif alternate feed application xml backup asc restore desc, A Todo List author Julien Dubois The serialVersionUID TodoList listId name rssAllowed lastUpdate todos users getListId Optional  return empty setListId this getName setName isRssAllowed setRssAllowed getLastUpdate setLastUpdate getTodos setTodos getUsers setUsers compareTo that toLowerCase equals o if true instanceof false final todoList null hashCode toString todo list usage CacheConcurrencyStrategy READ WRITE id generator system uuid strategy mappedBy todoLists
listId,tudu domain TodoList long serialVersionUID String listId name boolean rssAllowed Date lastUpdate SetTodo todos SetUser users,todoList name  users  rssAllowed a href ctx tudu backup listId Backup img width 9 height 10 alt src staticContent images asc gif border 0,1,TodoList,todos table,todos_table.jsp,Tudu-Lists\src\main\java\tudu\domain\TodoList.java,Tudu-Lists\src\main\webapp\WEB-INF\fragments\todos_table.jsp,todoList name completion todo description priority assignedUser login hiddenTodos Backup Restore row not empty font px em Arial Helvetica sans serif center padding width background color FF text align left quickAddNewTodoForm return false if event keyCode quickAddTodo javascript todos actions add quick showAddTodo deleteAllCompletedTodos delete all hideOlderTodos eq true showOlderTodos show older hide message nothing to display showAssignedUser fn length users max height overflow auto list descriptionClass sortTable completed common click edit priorityClass dueDateClass due date assignedUserClass assigned user trStyle even odd method completeTodo page checked style reopenTodo tdStyle todoId showQuickEditTodo and dueDate time le now staticContent images warning png hasNotes note none in quickEditTodo this value size dateFormat checkbox showEditTodo pencil deleteTodo bin closed hidden hiddenColspan rssAllowed ctx tudu rss listId RSS gif alternate feed application xml backup asc restore desc, A Todo List author Julien Dubois The serialVersionUID TodoList listId name rssAllowed lastUpdate todos users getListId Optional  return empty setListId this getName setName isRssAllowed setRssAllowed getLastUpdate setLastUpdate getTodos setTodos getUsers setUsers compareTo that toLowerCase equals o if true instanceof false final todoList null hashCode toString todo list usage CacheConcurrencyStrategy READ WRITE id generator system uuid strategy mappedBy todoLists
listId,tudu web mvc RestoreTodoListModel String listId restoreChoice MultipartFile backupFile,restoreTodoListModel listId backupFile restoreChoice,1,RestoreTodoListModel,restore,restore.jsp,Tudu-Lists\src\main\java\tudu\web\mvc\RestoreTodoListModel.java,Tudu-Lists\src\main\webapp\WEB-INF\views\restore.jsp,Tudu Lists http www w org xhtml en fragments header head jsp main body restore title restoreTodoListModel multipart form data listId list width px subtitle odd file backupFile error even choice restoreChoice create replace todoList name merge padding left button javascript submitForm this blur submit footer, Form used by RestoreController author Julien Dubois RestoreTodoListModel listId restoreChoice backupFile getRestoreChoice Optional  return empty setRestoreChoice this getBackupFile setBackupFile getListId setListId equals o if true null getClass false that hashCode int result toString
