javaclassnum,fieldsprob,fieldsavg,fieldssum
0,0.2857142857142857,0.5714285714285714,4
0,0.2857142857142857,0.5714285714285714,4
0,0.42857142857142855,1.7142857142857142,12
0,0.7142857142857143,4.0,28
0,0.7142857142857143,4.0,28
0,0.42857142857142855,1.7142857142857142,12
0,0.7142857142857143,4.0,28
0,0.7142857142857143,4.0,28
0,0.7142857142857143,4.0,28
0,1.0,2.3333333333333335,7
0,0.46153846153846156,1.5384615384615385,20
0,0.07692307692307693,0.07692307692307693,1
0,0.46153846153846156,1.5384615384615385,20
0,0.46153846153846156,1.5384615384615385,20
0,0.15384615384615385,0.15384615384615385,2
0,0.15384615384615385,0.38461538461538464,5
0,0.15384615384615385,0.38461538461538464,5
0,0.46153846153846156,1.3076923076923077,17
0,0.46153846153846156,1.3076923076923077,17
0,0.6666666666666666,3.0,36
0,0.4166666666666667,0.8333333333333334,10
0,0.6666666666666666,3.0,36
4,0.5833333333333334,10.166666666666666,122
0,0.6666666666666666,3.0,36
4,0.5833333333333334,10.166666666666666,122
0,0.4166666666666667,0.8333333333333334,10
4,0.5833333333333334,10.166666666666666,122
4,0.5833333333333334,10.166666666666666,122
0,0.4166666666666667,0.8333333333333334,10
0,0.6666666666666666,3.0,36
0,0.4166666666666667,0.8333333333333334,10
4,0.5833333333333334,10.166666666666666,122
0,0.6666666666666666,3.0,36
0,0.7142857142857143,4.0,28
0,0.4166666666666667,0.8333333333333334,10
0,1.0,2.0,20
3,0.3333333333333333,1.8333333333333333,11
0,0.6666666666666666,3.0,36
0,0.4,0.8,4
0,0.4,0.8,4
0,0.6,1.0,5
0,0.8,3.4,17
0,0.8,3.4,17
0,0.3333333333333333,2.3333333333333335,7
0,0.6,1.0,5
0,0.3333333333333333,0.3333333333333333,1
0,0.8,3.4,17
0,0.3333333333333333,2.3333333333333335,7
0,0.8,3.4,17
0,0.3333333333333333,2.3333333333333335,7
0,0.8,3.4,17
0,0.3333333333333333,2.3333333333333335,7
0,0.2857142857142857,0.5714285714285714,4
0,0.4,0.8,4
0,1.0,2.0,20
0,0.2,0.2,2
0,1.0,2.0,20
0,1.0,2.0,20
0,0.1,0.1,1
0,0.1,0.3,3
0,0.1,0.3,3
0,0.1,0.3,3
0,0.1,0.3,3
0,0.5714285714285714,1.7142857142857142,12
0,0.8,3.4,17
0,0.42857142857142855,1.0,7
0,0.6,1.0,5
0,0.5714285714285714,1.7142857142857142,12
0,0.8,3.4,17
0,0.7142857142857143,13.0,91
0,0.8,19.4,97
0,0.5714285714285714,1.7142857142857142,12
0,0.7142857142857143,13.0,91
0,0.42857142857142855,1.0,7
0,0.7142857142857143,13.0,91
0,0.7142857142857143,13.0,91
0,0.42857142857142855,1.0,7
0,0.5714285714285714,1.7142857142857142,12
0,0.42857142857142855,1.0,7
0,0.7142857142857143,13.0,91
0,0.5714285714285714,1.7142857142857142,12
0,0.8,3.4,17
0,0.16666666666666666,0.3333333333333333,2
0,0.2857142857142857,1.4285714285714286,10
0,0.25,0.5,2
0,0.16666666666666666,0.16666666666666666,1
0,0.1,0.1,1
0,0.5714285714285714,1.7142857142857142,12
