administration jsp user firstName,1
restore jsp br form errors path backupFile cssClass error br,1
restore jsp br form errors path restoreChoice cssClass error br,1
restore jsp form radiobutton path restoreChoice value merge,1
administration jsp form input path propertyStaticPath size maxlength,1
administration jsp form input path smtpPassword size maxlength,1
register jsp form errors path email cssClass error,1
register jsp form input path lastName size maxlength,1
administration jsp c if test not user enabled,1
register jsp form errors path verifyPassword cssClass error htmlEscape false,1
register jsp form errors path password cssClass error,1
ehcache xml cache name tudu domain User roles,1
account jsp form input path email size maxlength,1
restore jsp form radiobutton path restoreChoice value replace,1
administration jsp form input path smtpUser size maxlength,1
register jsp form errors path lastName cssClass error,1
administration jsp form input path smtpFrom size maxlength,1
account jsp form password path password size maxlength,1
administration jsp form input path smtpHost size maxlength,1
todos table jsp td class tdStyle onclick showQuickEditTodo todo todoId,1
account jsp form errors path verifyPassword cssClass error,1
account jsp form errors path firstName cssClass error,1
register jsp form input path email size maxlength,1
account jsp form errors path password cssClass error,1
todos table jsp onClick method todo todoId checked,1
account jsp form select path dateFormat,1
todos table jsp c if test not todo completed and todo dueDate time le now time,1
todos table jsp c if test todo completed,1
restore jsp form radiobutton path restoreChoice value create,1
todos table filter jsp tr class trStyle id todo todoId,1
register jsp form password path password size maxlength,1
register jsp form errors path firstName cssClass error,1
todos table jsp div id edit todo todoId style display none input id edit in todo todoId type text size value todo description onblur quickEditTodo todo todoId this value div,1
administration jsp user enabled,1
todos table jsp a href javascript showEditTodo todo todoId img src staticContent images pencil png border a,1
administration jsp user lastName,1
register jsp form password path verifyPassword size maxlength,1
todos table jsp c if test fn length todoList users,1
account jsp form input path firstName size maxlength,1
ehcache xml cache name tudu domain User todoLists,1
todos table jsp a href javascript deleteTodo todo todoId img src staticContent images bin closed png border a,1
ehcache xml cache name tudu domain TodoList users,1
footer jsp Tudu Lists v tudu Constants VERSION a href http github com jdubois Tudu Lists fmt message key footer dev a a href context tudu license fmt message key footer license a a href http www julien dubois com fmt message key footer copyright a,1
administration jsp c if test user enabled,1
account jsp form errors path email cssClass error,1
account jsp form password path verifyPassword size maxlength,1
register jsp form input path firstName size maxlength,1
