label,cosine_sim,Euclidean_dist,pearson,manhattanDisSim,cosine_sim1,Euclidean_dist1,lcsSim,diceSim,editSim,levenSim,jaroSim,jaroWinklerSim
1,0.674199862463242,2.449489742783178,0.0,6,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.674199862463242,2.449489742783178,0.0,6,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.7453559924999299,2.0,0.0,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.7453559924999299,2.0,0.0,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.769800358919501,3.3166247903554,0.0,11,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.769800358919501,3.3166247903554,0.0,11,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0,0.14907119849998599,3.4641016151377544,-0.8432740427115677,12,0.0,1.4142135623730951,0.125,0.4,0.125,0.16666666666666663,0.4583333333333333,0.4583333333333333
0,0.08606629658238704,5.477225575051661,-0.8777074514725113,30,0.0,1.4142135623730951,0.125,0.2,0.0,0.16666666666666663,0.4583333333333333,0.4583333333333333
0,0.15811388300841897,3.3166247903554,-0.8366600265340756,11,0.0,1.7320508075688772,0.07142857142857142,0.3076923076923077,0.0714285714285714,0.11111111111111116,0.38095238095238093,0.38095238095238093
0,0.14907119849998599,3.4641016151377544,-0.8432740427115677,12,0.0,1.4142135623730951,0.125,0.4,0.125,0.16666666666666663,0.4583333333333333,0.4583333333333333
0,0.08606629658238704,5.477225575051661,-0.8777074514725113,30,0.0,1.4142135623730951,0.125,0.2,0.0,0.16666666666666663,0.4583333333333333,0.4583333333333333
0,0.15811388300841897,3.3166247903554,-0.8366600265340756,11,0.0,1.7320508075688772,0.07142857142857142,0.3076923076923077,0.0714285714285714,0.11111111111111116,0.38095238095238093,0.38095238095238093
0,0.17213259316477408,5.291502622129181,-0.7453559924999298,28,0.0,1.4142135623730951,0.125,0.16666666666666666,0.0,0.125,0.4166666666666667,0.4166666666666667
0,0.13483997249264842,3.7416573867739413,-0.8528028654224417,14,0.0,1.4142135623730951,0.125,0.4,0.125,0.16666666666666663,0.4583333333333333,0.4583333333333333
0,0.15811388300841897,3.3166247903554,-0.8366600265340756,11,0.0,1.7320508075688772,0.14285714285714285,0.26666666666666666,0.0714285714285714,0.18181818181818177,0.46428571428571425,0.46428571428571425
0,0.17213259316477408,5.291502622129181,-0.7453559924999298,28,0.0,1.4142135623730951,0.125,0.16666666666666666,0.0,0.125,0.4166666666666667,0.4166666666666667
0,0.13483997249264842,3.7416573867739413,-0.8528028654224417,14,0.0,1.4142135623730951,0.125,0.4,0.125,0.16666666666666663,0.4583333333333333,0.4583333333333333
0,0.15811388300841897,3.3166247903554,-0.8366600265340756,11,0.0,1.7320508075688772,0.14285714285714285,0.26666666666666666,0.0714285714285714,0.18181818181818177,0.46428571428571425,0.46428571428571425
0,0.08333333333333333,4.795831523312719,-0.9128709291752768,23,0.0,1.4142135623730951,0.125,0.16666666666666666,0.0,0.125,0.4166666666666667,0.4166666666666667
0,0.15075567228888181,4.795831523312719,-0.8461141122266492,23,0.0,1.4142135623730951,0.125,0.2,0.0,0.16666666666666663,0.4583333333333333,0.4583333333333333
0,0.08838834764831843,4.69041575982343,-0.9057110466368397,22,0.0,1.7320508075688772,0.2857142857142857,0.4,0.2142857142857143,0.36363636363636365,0.5952380952380952,0.5952380952380952
0,0.08333333333333333,4.795831523312719,-0.9128709291752768,23,0.0,1.4142135623730951,0.125,0.16666666666666666,0.0,0.125,0.4166666666666667,0.4166666666666667
0,0.15075567228888181,4.795831523312719,-0.8461141122266492,23,0.0,1.4142135623730951,0.125,0.2,0.0,0.16666666666666663,0.4583333333333333,0.4583333333333333
0,0.08838834764831843,4.69041575982343,-0.9057110466368397,22,0.0,1.7320508075688772,0.2857142857142857,0.4,0.2142857142857143,0.36363636363636365,0.5952380952380952,0.5952380952380952
