name,info jtrac domain Space long id int version Integer type String prefixCode name description boolean guestAllowed Metadata metadata,form name prefixCode fields up down type label options option edit add back next cancel,1,Space,SpaceFieldListPage,SpaceFieldListPage.html,jtrac\jtrac\src\main\java\info\jtrac\domain\Space.java,jtrac\jtrac\src\main\java\info\jtrac\wicket\SpaceFieldListPage.html
name,info jtrac domain Space long id int version Integer type String prefixCode name description boolean guestAllowed Metadata metadata,form name prefixCode fields up down type label options option edit add back next cancel,1,Space,SpaceFieldListPage,SpaceFieldListPage.html,jtrac\jtrac\src\main\java\info\jtrac\domain\Space.java,jtrac\jtrac\src\main\java\info\jtrac\wicket\SpaceFieldListPage.html
name,info jtrac domain Space long id int version Integer type String prefixCode name description boolean guestAllowed Metadata metadata,create spaces name prefixCode description edit allocate,1,Space,SpaceListPage,SpaceListPage.html,jtrac\jtrac\src\main\java\info\jtrac\domain\Space.java,jtrac\jtrac\src\main\java\info\jtrac\wicket\SpaceListPage.html
name,info jtrac domain Space long id int version Integer type String prefixCode name description boolean guestAllowed Metadata metadata,space name prefixCode new search link loggedByMe assignedToMe total,1,Space,DashboardRowPanel,DashboardRowPanel.html,jtrac\jtrac\src\main\java\info\jtrac\domain\Space.java,jtrac\jtrac\src\main\java\info\jtrac\wicket\DashboardRowPanel.html
name,info jtrac domain Space long id int version Integer type String prefixCode name description boolean guestAllowed Metadata metadata,rows space name prefixCode new search link status loggedByMe assignedToMe total loggedByMeTotal assignedToMeTotal totalTotal,1,Space,DashboardRowExpandedPanel,DashboardRowExpandedPanel.html,jtrac\jtrac\src\main\java\info\jtrac\domain\Space.java,jtrac\jtrac\src\main\java\info\jtrac\wicket\DashboardRowExpandedPanel.html
name,info jtrac domain Space long id int version Integer type String prefixCode name description boolean guestAllowed Metadata metadata,Item ItemUser ItemItem ItemTag Tag History User UserSpaceRole Space SpaceSequence Metadata Attachment Config id param version space parent loggedBy assignedTo user item relatedItem tag attachment metadata previous sequenceNum type timeStamp plannedEffort summary detail status severity priority cusDbl01 cusDbl02 cusDbl03 cusInt01 cusInt02 cusInt03 cusInt04 cusInt05 cusInt06 cusInt07 cusInt08 cusInt09 cusInt10 cusStr01 cusStr02 cusStr03 cusStr04 cusStr05 cusTim01 cusTim02 cusTim03 name description actualEffort comment loginName password email locale locked roleKey prefixCode guestAllowed nextSeqNum xmlString fileName filePrefix value children history itemUsers relatedItems relatingItems itemTags attachments userSpaceRoles,1,Space,jtrac,jtrac.hbm.xml,jtrac\jtrac\src\main\java\info\jtrac\domain\Space.java,jtrac\jtrac\src\main\resources\jtrac.hbm.xml
name,info jtrac domain Tag long id int type String name description,Item ItemUser ItemItem ItemTag Tag History User UserSpaceRole Space SpaceSequence Metadata Attachment Config id param version space parent loggedBy assignedTo user item relatedItem tag attachment metadata previous sequenceNum type timeStamp plannedEffort summary detail status severity priority cusDbl01 cusDbl02 cusDbl03 cusInt01 cusInt02 cusInt03 cusInt04 cusInt05 cusInt06 cusInt07 cusInt08 cusInt09 cusInt10 cusStr01 cusStr02 cusStr03 cusStr04 cusStr05 cusTim01 cusTim02 cusTim03 name description actualEffort comment loginName password email locale locked roleKey prefixCode guestAllowed nextSeqNum xmlString fileName filePrefix value children history itemUsers relatedItems relatingItems itemTags attachments userSpaceRoles,1,Tag,jtrac,jtrac.hbm.xml,jtrac\jtrac\src\main\java\info\jtrac\domain\Tag.java,jtrac\jtrac\src\main\resources\jtrac.hbm.xml
name,info jtrac domain Metadata long id int version Integer type String name description parent MapFieldNameField fields MapStringRole roles MapIntegerString states ListFieldName fieldOrder,Item ItemUser ItemItem ItemTag Tag History User UserSpaceRole Space SpaceSequence Metadata Attachment Config id param version space parent loggedBy assignedTo user item relatedItem tag attachment metadata previous sequenceNum type timeStamp plannedEffort summary detail status severity priority cusDbl01 cusDbl02 cusDbl03 cusInt01 cusInt02 cusInt03 cusInt04 cusInt05 cusInt06 cusInt07 cusInt08 cusInt09 cusInt10 cusStr01 cusStr02 cusStr03 cusStr04 cusStr05 cusTim01 cusTim02 cusTim03 name description actualEffort comment loginName password email locale locked roleKey prefixCode guestAllowed nextSeqNum xmlString fileName filePrefix value children history itemUsers relatedItems relatingItems itemTags attachments userSpaceRoles,1,Metadata,jtrac,jtrac.hbm.xml,jtrac\jtrac\src\main\java\info\jtrac\domain\Metadata.java,jtrac\jtrac\src\main\resources\jtrac.hbm.xml
name,info jtrac domain User int SEARCH NAME LOGIN EMAIL long id Integer type parent String loginName name password email Metadata metadata locale boolean locked SetUserSpaceRole userSpaceRoles,form label usrs name loginName roleDeAllocatePanel createNewUser user roleAllocatePanel allocate cancel,1,User,SpaceAllocatePage,SpaceAllocatePage.html,jtrac\jtrac\src\main\java\info\jtrac\domain\User.java,jtrac\jtrac\src\main\java\info\jtrac\wicket\SpaceAllocatePage.html
name,info jtrac domain User int SEARCH NAME LOGIN EMAIL long id Integer type parent String loginName name password email Metadata metadata locale boolean locked SetUserSpaceRole userSpaceRoles,create form searchOn searchText users name loginName email locale locked edit allocate,1,User,UserListPage,UserListPage.html,jtrac\jtrac\src\main\java\info\jtrac\domain\User.java,jtrac\jtrac\src\main\java\info\jtrac\wicket\UserListPage.html
