javaclassnum,fieldsprob,fieldsavg,fieldssum
0,0.3333333333333333,3.3333333333333335,10
0,0.3333333333333333,3.3333333333333335,10
0,0.6666666666666666,2.3333333333333335,7
0,0.3333333333333333,1.8333333333333333,11
0,0.25,0.5,2
0,0.5,4.25,17
0,0.5,4.25,17
1,0.7333333333333333,2.066666666666667,62
0,0.6,3.1,31
0,0.6,3.1,31
0,0.375,10.625,85
0,0.25,0.25,2
0,0.25,0.375,3
1,0.16666666666666666,0.3,9
1,0.16666666666666666,0.5,15
2,0.16666666666666666,0.4,12
1,0.7333333333333333,2.066666666666667,62
0,1.0,2.0,6
0,1.0,2.0,6
1,0.5,1.5,3
0,0.1,0.3333333333333333,10
0,0.35294117647058826,1.0,17
0,0.35294117647058826,1.0,17
0,0.75,5.25,21
0,0.75,5.25,21
0,0.75,5.25,21
0,0.11764705882352941,1.1764705882352942,20
0,0.25,2.5,10
0,0.25,2.5,10
0,0.75,5.25,21
0,0.75,5.25,21
0,0.75,5.25,21
0,0.11764705882352941,1.1764705882352942,20
0,0.25,2.5,10
0,0.25,2.5,10
0,0.75,4.75,19
0,0.75,4.75,19
0,0.75,4.75,19
0,0.17647058823529413,0.8823529411764706,15
0,0.25,1.5,6
0,0.25,1.5,6
0,0.75,3.5,14
0,0.75,3.5,14
0,0.75,3.5,14
0,0.17647058823529413,0.7647058823529411,13
0,0.25,2.25,9
0,0.25,2.25,9
0,0.5,1.0,4
0,0.5,1.0,4
0,0.5,1.0,4
0,0.11764705882352941,0.23529411764705882,4
0,0.3333333333333333,0.6666666666666666,2
0,0.25,0.5,2
0,0.16666666666666666,0.3333333333333333,2
0,0.75,5.75,23
0,0.75,5.75,23
0,0.75,5.75,23
0,0.17647058823529413,1.2352941176470589,21
0,0.3333333333333333,3.6666666666666665,11
0,0.25,2.75,11
0,0.3333333333333333,2.1666666666666665,13
0,0.75,5.75,23
0,0.75,5.75,23
0,0.75,5.75,23
0,0.17647058823529413,1.2352941176470589,21
0,0.3333333333333333,3.6666666666666665,11
0,0.25,2.75,11
0,0.3333333333333333,2.1666666666666665,13
0,0.4,2.0,10
0,0.5,1.0,2
0,0.3333333333333333,0.6666666666666666,2
0,1.0,2.0,2
0,0.25,1.625,13
0,0.5,1.0,2
0,0.3333333333333333,0.6666666666666666,2
0,1.0,2.0,2
0,0.25,1.625,13
0,0.25,1.625,13
0,0.5,0.5,1
0,0.3333333333333333,0.3333333333333333,1
0,1.0,1.0,1
0,0.25,1.25,10
0,0.1,0.1,1
0,0.5,0.5,1
0,0.3333333333333333,0.3333333333333333,1
0,1.0,1.0,1
0,0.375,0.375,3
0,0.1,0.1,1
0,0.5,0.5,1
0,0.3333333333333333,0.3333333333333333,1
0,1.0,1.0,1
0,0.375,1.25,10
0,0.17647058823529413,0.7647058823529411,13
0,0.17647058823529413,1.2352941176470589,21
0,0.17647058823529413,0.8823529411764706,15
0,0.29411764705882354,0.7647058823529411,13
0,0.25,0.75,3
0,0.25,0.75,3
0,0.5,1.5,3
0,0.5,1.5,3
0,0.5,1.5,3
0,0.5,1.5,3
0,0.2,0.6,3
0,0.3333333333333333,1.0,3
0,0.3333333333333333,1.0,3
0,0.5,0.5,1
0,0.1,0.7333333333333333,22
0,0.1,0.7333333333333333,22
