id,IpToCountry.java,zksample2\\spring-hibernate-backend\\src\\main\\java\\de\\forsthaus\\backend\\model\\IpToCountry.java,"<id name=""id"" type=""long"">",14,IpToCountry.hbm.xml,zksample2\spring-hibernate-backend\src\main\resources\de\forsthaus\backend\model\IpToCountry.hbm.xml
id,SecRole.java,zksample2\\spring-hibernate-backend\\src\\main\\java\\de\\forsthaus\\backend\\model\\SecRole.java,"<id name=""id"" type=""long"">",13,SecRole.hbm.xml,zksample2\spring-hibernate-backend\src\main\resources\de\forsthaus\backend\model\SecRole.hbm.xml
id,Branche.java,zksample2\\spring-hibernate-backend\\src\\main\\java\\de\\forsthaus\\backend\\model\\Branche.java,"<id name=""id"" type=""long"">",14,Branche.hbm.xml,zksample2\spring-hibernate-backend\src\main\resources\de\forsthaus\backend\model\Branche.hbm.xml
id,Order.java,zksample2\\spring-hibernate-backend\\src\\main\\java\\de\\forsthaus\\backend\\model\\Order.java,"<id name=""id"" type=""long"">",13,Order.hbm.xml,zksample2\spring-hibernate-backend\src\main\resources\de\forsthaus\backend\model\Order.hbm.xml
id,HibernateStatistics.java,zksample2\\spring-hibernate-backend\\src\\main\\java\\de\\forsthaus\\backend\\model\\HibernateStatistics.java,"<id name=""id"" type=""long"" column=""id"">",9,HibernateStatistics.hbm.xml,zksample2\spring-hibernate-backend\src\main\resources\de\forsthaus\backend\model\HibernateStatistics.hbm.xml
id,SecUserrole.java,zksample2\\spring-hibernate-backend\\src\\main\\java\\de\\forsthaus\\backend\\model\\SecUserrole.java,"<id name=""id"" type=""long"">",13,SecUserrole.hbm.xml,zksample2\spring-hibernate-backend\src\main\resources\de\forsthaus\backend\model\SecUserrole.hbm.xml
id,CountryCode.java,zksample2\\spring-hibernate-backend\\src\\main\\java\\de\\forsthaus\\backend\\model\\CountryCode.java,"<id name=""id"" type=""long"">",14,CountryCode.hbm.xml,zksample2\spring-hibernate-backend\src\main\resources\de\forsthaus\backend\model\CountryCode.hbm.xml
id,YoutubeLink.java,zksample2\\spring-hibernate-backend\\src\\main\\java\\de\\forsthaus\\backend\\model\\YoutubeLink.java,"<id name=""id"" type=""long"">",14,YoutubeLink.hbm.xml,zksample2\spring-hibernate-backend\src\main\resources\de\forsthaus\backend\model\YoutubeLink.hbm.xml
id,SecRight.java,zksample2\\spring-hibernate-backend\\src\\main\\java\\de\\forsthaus\\backend\\model\\SecRight.java,"<id name=""id"" type=""long"">",13,SecRight.hbm.xml,zksample2\spring-hibernate-backend\src\main\resources\de\forsthaus\backend\model\SecRight.hbm.xml
id,SecRolegroup.java,zksample2\\spring-hibernate-backend\\src\\main\\java\\de\\forsthaus\\backend\\model\\SecRolegroup.java,"<id name=""id"" type=""long"">",13,SecRolegroup.hbm.xml,zksample2\spring-hibernate-backend\src\main\resources\de\forsthaus\backend\model\SecRolegroup.hbm.xml
