IpToCountry hbm xml id name id type long,1
SecRole hbm xml id name id type long,1
Branche hbm xml id name id type long,1
Order hbm xml id name id type long,1
HibernateStatistics hbm xml id name id type long column id,1
SecUserrole hbm xml id name id type long,1
CountryCode hbm xml id name id type long,1
YoutubeLink hbm xml id name id type long,1
SecRight hbm xml id name id type long,1
SecRolegroup hbm xml id name id type long,1
Ip2Country hbm xml id name id type long,1
HibernateEntityStatistics hbm xml id name id type long column id,1
SecLoginlog hbm xml id name id type long,1
MyCalendarEvent hbm xml id name id type long,1
GuestBook hbm xml id name id type long,1
SecGroupright hbm xml id name id type long,1
SecUser hbm xml id name id type long,1
Ip4Country hbm xml id name id type long,1
SecGroup hbm xml id name id type long,1
Article hbm xml id name id type long,1
ApplicationNews hbm xml id name id type long,1
Office hbm xml id name id type long,1
Customer hbm xml id name id type long,1
Orderposition hbm xml id name id type long,1
YoutubeLink hbm xml version name version column VERSION type integer,1
Ip2Country hbm xml version name version column VERSION type integer,1
MyCalendarEvent hbm xml version name version column VERSION type integer,1
Ip4Country hbm xml version name version column VERSION type integer,1
Order hbm xml version name version column version type int,1
SecLoginlog hbm xml version name version column VERSION type integer,1
SecUser hbm xml version name version column VERSION type integer,1
SecRolegroup hbm xml version name version column VERSION type integer,1
Office hbm xml version name version column VERSION type integer,1
Branche hbm xml version name version column VERSION type integer,1
Orderposition hbm xml version name version column VERSION type integer,1
GuestBook hbm xml version name version column VERSION type integer,1
Article hbm xml version name version column VERSION type integer,1
SecRight hbm xml version name version column VERSION type integer,1
IpToCountry hbm xml version name version column VERSION type integer,1
SecUserrole hbm xml version name version column VERSION type integer,1
SecRole hbm xml version name version column VERSION type integer,1
SecGroup hbm xml version name version column VERSION type integer,1
Customer hbm xml version name version column VERSION type integer,1
ApplicationNews hbm xml version name version column VERSION type integer,1
CountryCode hbm xml version name version column VERSION type integer,1
SecGroupright hbm xml version name version column VERSION type integer,1
YoutubeLink hbm xml property name url type string,1
mainmenu xml menuItem id menu Item Documentation zulNavigation WEB INF pages documentation documentation zul,1
mainmenu xml menuItem id menu Item UserRoles zulNavigation WEB INF pages sec userrole secUserrole zul,1
applicationContext guiControllers xml property name securityService ref securityService,1
applicationContext guiControllers xml property name securityService ref securityService,1
