IpToCountry private long id Long MIN VALUE 1,IpToCountry hbm xml id name id type long,1
SecRole private long id Long MIN VALUE 1,SecRole hbm xml id name id type long,1
Branche private long id Long MIN VALUE 1,Branche hbm xml id name id type long,1
Order private long id Long MIN VALUE 1,Order hbm xml id name id type long,1
HibernateStatistics private long id,HibernateStatistics hbm xml id name id type long column id,1
SecUserrole private long id Long MIN VALUE 1,SecUserrole hbm xml id name id type long,1
CountryCode private long id Long MIN VALUE 1,CountryCode hbm xml id name id type long,1
YoutubeLink private long id Long MIN VALUE 1,YoutubeLink hbm xml id name id type long,1
SecRight private long id Long MIN VALUE 1,SecRight hbm xml id name id type long,1
SecRolegroup private long id Long MIN VALUE 1,SecRolegroup hbm xml id name id type long,1
Ip2Country private long id Long MIN VALUE 1,Ip2Country hbm xml id name id type long,1
HibernateEntityStatistics private long id,HibernateEntityStatistics hbm xml id name id type long column id,1
SecLoginlog private long id Long MIN VALUE 1,SecLoginlog hbm xml id name id type long,1
MyCalendarEvent private long id Long MIN VALUE 1,MyCalendarEvent hbm xml id name id type long,1
GuestBook private long id Long MIN VALUE 1,GuestBook hbm xml id name id type long,1
SecGroupright private long id Long MIN VALUE 1,SecGroupright hbm xml id name id type long,1
SecUser private long id Long MIN VALUE 1,SecUser hbm xml id name id type long,1
Ip4Country private long id Long MIN VALUE 1,Ip4Country hbm xml id name id type long,1
SecGroup private long id Long MIN VALUE 1,SecGroup hbm xml id name id type long,1
Article private long id Long MIN VALUE 1,Article hbm xml id name id type long,1
ApplicationNews private long id Long MIN VALUE 1,ApplicationNews hbm xml id name id type long,1
Office private long id Long MIN VALUE 1,Office hbm xml id name id type long,1
Customer private long id Long MIN VALUE 1,Customer hbm xml id name id type long,1
Orderposition private long id Long MIN VALUE 1,Orderposition hbm xml id name id type long,1
YoutubeLink private int version,YoutubeLink hbm xml version name version column VERSION type integer,1
Ip2Country private int version,Ip2Country hbm xml version name version column VERSION type integer,1
MyCalendarEvent private int version,MyCalendarEvent hbm xml version name version column VERSION type integer,1
Ip4Country private int version,Ip4Country hbm xml version name version column VERSION type integer,1
Order private int version,Order hbm xml version name version column version type int,1
SecLoginlog private int version,SecLoginlog hbm xml version name version column VERSION type integer,1
SecUser private int version,SecUser hbm xml version name version column VERSION type integer,1
SecRolegroup private int version,SecRolegroup hbm xml version name version column VERSION type integer,1
Office private int version,Office hbm xml version name version column VERSION type integer,1
Branche private int version,Branche hbm xml version name version column VERSION type integer,1
Orderposition private int version,Orderposition hbm xml version name version column VERSION type integer,1
GuestBook private int version,GuestBook hbm xml version name version column VERSION type integer,1
Article private int version 0,Article hbm xml version name version column VERSION type integer,1
SecRight private int version,SecRight hbm xml version name version column VERSION type integer,1
IpToCountry private int version,IpToCountry hbm xml version name version column VERSION type integer,1
SecUserrole private int version,SecUserrole hbm xml version name version column VERSION type integer,1
SecRole private int version,SecRole hbm xml version name version column VERSION type integer,1
SecGroup private int version,SecGroup hbm xml version name version column VERSION type integer,1
Customer private int version,Customer hbm xml version name version column VERSION type integer,1
ApplicationNews private int version,ApplicationNews hbm xml version name version column VERSION type integer,1
CountryCode private int version,CountryCode hbm xml version name version column VERSION type integer,1
SecGroupright private int version,SecGroupright hbm xml version name version column VERSION type integer,1
YoutubeLink private String url,YoutubeLink hbm xml property name url type string,1
MenuItemDomain private String zulNavigation,mainmenu xml menuItem id menu Item Documentation zulNavigation WEB INF pages documentation documentation zul,1
MenuItemDomain private String zulNavigation,mainmenu xml menuItem id menu Item UserRoles zulNavigation WEB INF pages sec userrole secUserrole zul,1
SecRightListCtrl private transient SecurityService securityService,applicationContext guiControllers xml property name securityService ref securityService,1
AddGrouprightDialogCtrl private transient SecurityService securityService,applicationContext guiControllers xml property name securityService ref securityService,1
SecGrouprightCtrl private transient SecurityService securityService,applicationContext guiControllers xml property name securityService ref securityService,1
SecUserroleCtrl private transient SecurityService securityService,applicationContext guiControllers xml property name securityService ref securityService,1
SecRolegroupCtrl private transient SecurityService securityService,applicationContext guiControllers xml property name securityService ref securityService,1
SecGroupDialogCtrl private transient SecurityService securityService,applicationContext guiControllers xml property name securityService ref securityService,1
SecGroupListCtrl private transient SecurityService securityService,applicationContext guiControllers xml property name securityService ref securityService,1
SecRoleDialogCtrl private transient SecurityService securityService,applicationContext guiControllers xml property name securityService ref securityService,1
SecRoleListCtrl private transient SecurityService securityService,applicationContext guiControllers xml property name securityService ref securityService,1
SecRightDialogCtrl private transient SecurityService securityService,applicationContext guiControllers xml property name securityService ref securityService,1
YoutubeLink private String title,YoutubeLink hbm xml property name title type string,1
MyCalendarEvent private String title,MyCalendarEvent hbm xml property name title type string,1
CustomerListCtrl private transient BrancheService brancheService,applicationContext guiControllers xml property name brancheService ref brancheService,1
OrderListCtrl private transient BrancheService brancheService,applicationContext guiControllers xml property name brancheService ref brancheService,1
BranchListCtrl BrancheService brancheService,applicationContext guiControllers xml property name brancheService ref brancheService,1
OrderDialogCtrl private transient BrancheService brancheService,applicationContext guiControllers xml property name brancheService ref brancheService,1
BranchDetailCtrl private BrancheService brancheService,applicationContext guiControllers xml property name brancheService ref brancheService,1
OrderPositionDialogCtrl private transient BrancheService brancheService,applicationContext guiControllers xml property name brancheService ref brancheService,1
CustomerDialogCtrl private transient BrancheService brancheService,applicationContext guiControllers xml property name brancheService ref brancheService,1
CustomerSearchCtrl private transient BrancheService brancheService,applicationContext guiControllers xml property name brancheService ref brancheService,1
BranchMainCtrl private BrancheService brancheService,applicationContext guiControllers xml property name brancheService ref brancheService,1
OrderListCtrl private transient CustomerService customerService,applicationContext guiControllers xml property name customerService ref customerService,1
ReportServiceImpl private transient CustomerService customerService,applicationContext guiControllers xml property name customerService ref customerService,1
OrderPositionDialogCtrl private transient CustomerService customerService,applicationContext guiControllers xml property name customerService ref customerService,1
CustomerDialogCtrl private transient CustomerService customerService,applicationContext guiControllers xml property name customerService ref customerService,1
CustomerListCtrl private transient CustomerService customerService,applicationContext guiControllers xml property name customerService ref customerService,1
CustomerSearchCtrl private transient CustomerService customerService,applicationContext guiControllers xml property name customerService ref customerService,1
OrderDialogCtrl private transient CustomerService customerService,applicationContext guiControllers xml property name customerService ref customerService,1
ReportServiceImpl private transient OfficeDAO officeDAO,applicationContext guiControllers xml property name officeDAO ref officeDAO,1
CustomerServiceImpl private OfficeDAO officeDAO,applicationContext hibernate xml property name officeDAO ref officeDAO,1
UserServiceImpl private OfficeDAO officeDAO,applicationContext hibernate xml property name officeDAO ref officeDAO,1
