field,FormatCustomFieldTag.java,itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatCustomFieldTag.java,of the field displayType - whether to output a form field*,433,itracker.tld,itracker\itracker-web\src\main\webapp\WEB-INF\tld\itracker.tld
field,FormatCustomFieldTag.java,itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatCustomFieldTag.java,"<it:formatCustomField field=""${ projectField }"" formName=""createIssueForm""",178,create_issue.jsp,itracker\itracker-web\src\main\webapp\module-projects\create_issue.jsp
field,FormatCustomFieldTag.java,itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatCustomFieldTag.java,Formats the body of the tag to truncate for length field -,431,itracker.tld,itracker\itracker-web\src\main\webapp\WEB-INF\tld\itracker.tld
field,FormatCustomFieldTag.java,itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatCustomFieldTag.java,<name>field</name>,444,itracker.tld,itracker\itracker-web\src\main\webapp\WEB-INF\tld\itracker.tld
field,FormatCustomFieldTag.java,itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatCustomFieldTag.java,"<it:formatCustomField field=""${ projectField.key }"" formName=""issueForm""",444,edit_issue.jsp,itracker\itracker-web\src\main\webapp\module-projects\edit_issue.jsp
field,FormatCustomFieldTag.java,itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatCustomFieldTag.java,"<it:formatCustomField field=""${projectField.key}"" currentValue=""${projectField.value}""",261,view_issue.jsp,itracker\itracker-web\src\main\webapp\module-projects\view_issue.jsp
date,FormatDateTag.java,itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatDateTag.java,"<td class=""lastModifiedDate""><it:formatDate date=""${aUser.user.lastModifiedDate}"" format=""notime""/></td>",110,list_users.jsp,itracker\itracker-web\src\main\webapp\module-admin\admin_user\list_users.jsp
date,FormatDateTag.java,itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatDateTag.java,"<td><it:formatDate date=""${ project.createDate }""/></td>",79,list_projects.jsp,itracker\itracker-web\src\main\webapp\module-admin\admin_project\list_projects.jsp
date,FormatDateTag.java,itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatDateTag.java,"<p class=""form-control-static""><it:formatDate date=""${workflowscript.lastModifiedDate}""/></p>",49,edit_workflowscript.jsp,itracker\itracker-web\src\main\webapp\module-admin\admin_workflow\edit_workflowscript.jsp
date,FormatDateTag.java,itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatDateTag.java,"<p class=""form-control-static""><it:formatDate date=""${workflowscript.createDate}""/></p>",45,edit_workflowscript.jsp,itracker\itracker-web\src\main\webapp\module-admin\admin_workflow\edit_workflowscript.jsp
date,FormatDateTag.java,itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatDateTag.java,locale date - the date to format format - the format to use.,53,itracker.tld,itracker\itracker-web\src\main\webapp\WEB-INF\tld\itracker.tld
date,FormatDateTag.java,itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatDateTag.java,"<td class=""editColumnText""><it:formatDate date=""${component.createDate}""/></td>",26,edit_component.jsp,itracker\itracker-web\src\main\webapp\module-admin\admin_project\edit_component.jsp
date,FormatDateTag.java,itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatDateTag.java,<name>date</name>,62,itracker.tld,itracker\itracker-web\src\main\webapp\WEB-INF\tld\itracker.tld
