issue,IssueActivity.java,itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\IssueActivity.java,"<many-to-one not-null=""true"" name=""issue"" class=""Issue"" cascade=""none"" insert=""true"" update=""true"">",17,IssueActivity.hbm.xml,itracker\itracker-persistence\src\main\resources\org\itracker\model\IssueActivity.hbm.xml
﻿issue,IssueActivity.java,itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\IssueActivity.java,where activity.issue.id = :issueId,63,IssueActivity.hbm.xml,itracker\itracker-persistence\src\main\resources\org\itracker\model\IssueActivity.hbm.xml
issue,IssueAttachment.java,itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\IssueAttachment.java,"<many-to-one name=""issue"" class=""Issue"">",16,IssueAttachment.hbm.xml,itracker\itracker-persistence\src\main\resources\org\itracker\model\IssueAttachment.hbm.xml
issue,IssueAttachment.java,itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\IssueAttachment.java,where attachment.issue.id = :issueId ]]>,74,IssueAttachment.hbm.xml,itracker\itracker-persistence\src\main\resources\org\itracker\model\IssueAttachment.hbm.xml
issue,IssueAttachment.java,itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\IssueAttachment.java,"<td><c:out value=""${attachment.issue.id}""/></td>",60,list_attachments.jsp,itracker\itracker-web\src\main\webapp\module-admin\admin_attachment\list_attachments.jsp
issue,IssueField.java,itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\IssueField.java,"<many-to-one name=""issue"" class=""Issue"">",16,IssueField.hbm.xml,itracker\itracker-persistence\src\main\resources\org\itracker\model\IssueField.hbm.xml
issue,Notification.java,itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\Notification.java,"<many-to-one name=""issue"" class=""Issue"">",18,Notification.hbm.xml,itracker\itracker-persistence\src\main\resources\org\itracker\model\Notification.hbm.xml
issue,Notification.java,itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\Notification.java,where notification.issue.id = :issueId ]]>,47,Notification.hbm.xml,itracker\itracker-persistence\src\main\resources\org\itracker\model\Notification.hbm.xml
issue,IssueHistory.java,itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\IssueHistory.java,"<many-to-one name=""issue"" class=""Issue"">",16,IssueHistory.hbm.xml,itracker\itracker-persistence\src\main\resources\org\itracker\model\IssueHistory.hbm.xml
issue,IssueHistory.java,itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\IssueHistory.java,where history.issue.id = :issueId ]]>,47,IssueHistory.hbm.xml,itracker\itracker-persistence\src\main\resources\org\itracker\model\IssueHistory.hbm.xml
issue,FormatIssueOwnerTag.java,itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatIssueOwnerTag.java,"issue=""${unassignedIssue.issue}"" format=""short""/></td>",284,portalhome.jsp,itracker\itracker-web\src\main\webapp\portalhome.jsp
issue,FormatIssueOwnerTag.java,itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatIssueOwnerTag.java,"<it:formatIssueOwner issue=""${issuePTO.issue}"" format=""short""/>",113,list_issues.jsp,itracker\itracker-web\src\main\webapp\module-projects\list_issues.jsp
issue,FormatIssueOwnerTag.java,itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatIssueOwnerTag.java,locale issue - the issue whose owner to display format - the,342,itracker.tld,itracker\itracker-web\src\main\webapp\WEB-INF\tld\itracker.tld
issue,FormatIssueOwnerTag.java,itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatIssueOwnerTag.java,<name>issue</name>,353,itracker.tld,itracker\itracker-web\src\main\webapp\WEB-INF\tld\itracker.tld
issue,FormatIssueOwnerTag.java,itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatIssueOwnerTag.java,the key for the message to display if the issue is null or,344,itracker.tld,itracker\itracker-web\src\main\webapp\WEB-INF\tld\itracker.tld
issue,IssuePTO.java,itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\ptos\\IssuePTO.java,"info=""itracker.web.image.watch.issue.alt"" arg0=""${issuePTO.issue.id}""",97,list_issues.jsp,itracker\itracker-web\src\main\webapp\module-projects\list_issues.jsp
issue,IssuePTO.java,itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\ptos\\IssuePTO.java,"info=""itracker.web.image.view.issue.alt"" arg0=""${issuePTO.issue.id}""",84,list_issues.jsp,itracker\itracker-web\src\main\webapp\module-projects\list_issues.jsp
issue,IssuePTO.java,itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\ptos\\IssuePTO.java,"info=""itracker.web.image.edit.issue.alt"" arg0=""${issuePTO.issue.id}""",89,list_issues.jsp,itracker\itracker-web\src\main\webapp\module-projects\list_issues.jsp
issue,IssueRelation.java,itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\IssueRelation.java,"<many-to-one name=""issue"" class=""Issue"">",15,IssueRelation.hbm.xml,itracker\itracker-persistence\src\main\resources\org\itracker\model\IssueRelation.hbm.xml
issue,IssueRelation.java,itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\IssueRelation.java,where relation.issue.id = :issueId ]]>,52,IssueRelation.hbm.xml,itracker\itracker-persistence\src\main\resources\org\itracker\model\IssueRelation.hbm.xml
user,Permission.java,itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\Permission.java,"<many-to-one not-null=""true"" name=""user"" class=""User"" lazy=""false"">",29,Permission.hbm.xml,itracker\itracker-persistence\src\main\resources\org\itracker\model\Permission.hbm.xml
user,Permission.java,itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\Permission.java,where permission.user.id = :userId ]]>,49,Permission.hbm.xml,itracker\itracker-persistence\src\main\resources\org\itracker\model\Permission.hbm.xml
user,IssueActivity.java,itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\IssueActivity.java,"<many-to-one name=""user"" class=""User"">",21,IssueActivity.hbm.xml,itracker\itracker-persistence\src\main\resources\org\itracker\model\IssueActivity.hbm.xml
