User private String userName,User hbm xml select u from User as u where u userName,1,powerstone\src\org\powerstone\ca\model\User.java,powerstone\src\org\powerstone\ca\model\User.hbm.xml,userName,org powerstone ca model User CA USER id PK ID java lang Long native userName string VC NAME true password PASSWORD realName REAL sex SEX email EMAIL memo MEMO state STATE groups JOIN GROUP save update FK Group auto roles ROLE Role rights all delete orphan UserRight webModules WEBMODULE WebModule WEB MODULE AllUsers UsersByState UsersHaveNoGroup ByUserName ByEmail UsersOfResource UserRightsByCombineKeys, hibernate class table CA USER query name AllUsers select u from User as order by id UsersByState where state UsersHaveNoGroup not in g users Group bug groups size sql ByUserName userName ByEmail email UsersOfResource left join rights ur resource UserRightsByCombineKeys UserRight user and privilege p Title PowerStone userID column PK ID unsaved value generator native return Long property VC NAME length type string null true unique String PASSWORD REAL SEX EMAIL MEMO STATE bag JOIN GROUP cascade save update lazy collection key FK many to org powerstone ca model List this getGroups indexOf group add xxx will result insert two rows roles outer auto ROLE Role all delete orphan inverse one webModules WEBMODULE WebModule WEB MODULE ANONYMOUS password realName sex memo NORMAL REMOVED DISABLED log confirmPass oldPass getId Optional  getUserName getPassword getConfirmPass empty setConfirmPass getRealName getSex getEmail getMemo getState remove setState isRemoved equals isInGroup getUsers joinGroup if warn is joining a has already been leaveGroup leaving isn t getRoles joinRole role isInRole leaveRole getRights getWebModules setEmail setGroups setId setPassword setRealName setRights setRoles setSex setUserName setWebModules setMemo object instanceof false new EqualsBuilder append isEquals hashCode HashCodeBuilder toString toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE addRight userRight setUser else tempt right clearRights for Iterator it iterator hasNext next clear getOldPass setOldPass liyingquan gmail com diamond china msn
WorkflowNode private String nodeName,configNodePerformer jsp c out value currNode nodeName,1,powerstone\src\org\powerstone\workflow\model\WorkflowNode.java,powerstone\web\WEB-INF\views\flow_performer\configNodePerformer.jsp,nodeName,nodePerformer td tfont size px function doChoseItem flag tvar objSrc window event srcElement alert tagName tif t INPUT type toUpperCase RADIO treturn radios document getElementsByName performerLogic tfor var i length ttagObjs getElementsOfThisTr checked j tagObjs disabled true else raObj if first TR extends to next Tr inputs new Array tmpTR reObj parentElement parentElment nextSibling tmpArrInput getElementsByTagName input tinputs push tmpArrSelect select delete user targetForm eval form object typeof items value null fmt message key performer pls return false action request getContextPath wf remove pfm submit role selected Content Type text html charset gb css JavaScript javascript border solid CCCCCC update logic POST hidden nodeBindingID c out nodeBinding EBEBEB radio static orgnize center users width multiple allUsers currUser id userName realName button Submit add open organize founder starter otherPerformer reletive other detail empty performerDetail node workflowMeta allActivityNodesList currNode nodeID eq nodeName assign variable runtime get aDataField getFieldID rule isRule getPerformerDetail global ok reset, WorkflowNode nodeID nodeName variableToProcessOUT variableToProcessIN joinType splitType nodeDescription postTrans preTrans stateID stateName variableToPreview personState distributable nodeType getNodeID Optional  return empty setNodeID this getNodeName setNodeName getVariableToProcessOUT setVariableToProcessOUT getVariableToProcessIN setVariableToProcessIN getJoinType setJoinType getSplitType setSplitType getNodeDescription setNodeDescription getPostTrans setPostTrans getStateID setStateID getStateName setStateName getVariableToPreview setVariableToPreview getPersonState setPersonState getDistributable setDistributable isDistributable if null trim length false else true getNodeType isRouteNode equals FlowMetaConstants ACTIVITY TYPE ROUTE setNodeType getPreTrans setPreTrans liyingquan gmail com diamond china msn
BusinessType private Long typeID new Long,listTaskKinds jsp c out value businessType typeName font color FF id new c out value businessType typeID,1,powerstone\src\org\powerstone\workflow\model\BusinessType.java,powerstone\web\WEB-INF\views\work_list\listTaskKinds.jsp,typeID,worklist function showMyTasksToAssign bmID strURL request getContextPath list tasks to assign wl parent document all right src showMyRefusedTasks my refused changeColor hrefID tdivHref tags font for i divHref length parentNode className tdTreeNode if id tdTreeNodeASelected curChannelID href new typeID executing finished JavaScript img PowerStone css stylesheet text tableFrame tdTitle task tdContent top tableNoBorder absmiddle spacer gif close FF myNewTasksNum myNewTasksKinds businessType cursor hand blank c out typeName value tasksNum exe myExecutingTasksNum myExecutingTasks empty myRefusedTasksNum RefusedTasks myTasksToAssignNum TasksToAssign myFinishedTasksNum myFinishedTasksKinds tablelinke, hibernate class table WF BISINESS TYPE query name AllBusinessTypes from BusinessType bt order by typeID asc p Title PowerStone id column PK ID unsaved value generator native return Long property VC NAME length type string not null true unique String bag workflowMetas cascade save update lazy inverse collection key FK BUSINESS one to many org powerstone workflow model WorkflowMeta List OTHER typeName tasksNum getTypeID Optional  setTypeID this empty getTypeName setTypeName getWorkflowMetas setWorkflowMetas getFlowMetasNum size addWorkflowMeta wm add setBusinessType removeWorkflowMeta fm remove removeAllWorkflowMetas if for Iterator it iterator hasNext next clear getTasksNum setTasksNum otherType equals object instanceof false new EqualsBuilder append toString isEquals hashCode HashCodeBuilder toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
WorkflowMeta private BusinessType businessType,FlowTask hbm xml select count from NewTask nt join nt flowTask task join task flowNodeBinding flowDeploy workflowMeta businessType bt where nt taskCandidateUserID and task taskState in and bt typeID,1,powerstone\src\org\powerstone\workflow\model\WorkflowMeta.java,powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml,businessType,org powerstone workflow model FlowTask WF FLOW TASK taskID PK ID java lang Long native taskState string VC STATE true createTime CREATE TIME startTime START overTime OVER flowProcTransaction FlowProcTransaction none auto FK PROC TRANSACTION flowNodeBinding FlowNodeBinding NODE BINDING taskUsers all delete orphan FlowTaskUser taskRoles FlowTaskRole taskAssigners FlowTaskAssigner newTasks NewTask taskRefuses FlowTaskRefuse sendEmail int SEND EMAIL NewTaskByNode MyNewTasksKinds MyExecutingTasksKinds TasksToAssign MyTasksToAssign MyTasksToAssignNum MyRefusedTasks NewTasksNotEmailed MyFinishedTasksKinds MyNewTasksNumByType MyExecutingTasksNumByType MyNewTasksByType MyExecutingTasksByType MyFinishedTasksNumByType MyFinishedTasksByType TaskByNodeAndProc TasksByProc, hibernate class table WF META query name AllWorkflowMetas from WorkflowMeta wm order by flowMetaID asc WorkflowMetaByProcess WHERE flowProcessID WorkflowMetasNoBusinessType businessType is null p Title PowerStone id column PK FLOW ID unsaved value generator native return Long many to one FK FILE IN USE org powerstone workflow model FlowMetaFile unique true bag flowFileVersions cascade all delete orphan lazy inverse collection key WORKFLOW List flowDeploies FlowDeploy property VC PROCESS length type string not String BUSINESS TYPE BusinessType flowFileInUse flowModelDAO log getFlowMetaID Optional  setFlowMetaID this empty getFlowFileInUse setFlowFileInUse getFlowFileVersions setFlowFileVersions getFileVersionNum size getFlowDeploies setFlowDeploies getFlowProcessID setFlowProcessID getBusinessType setBusinessType bt joinBusinessType getWorkflowMetas add updateBusinessType if removeWorkflowMeta addWorkflowMeta addFlowFileVersion flowMetaFile getWorkflowMeta setWorkflowMeta removeFlowFileVersion remove addFlowDeploy flowDeploy removeFlowDeploy getFlowModelDAO getWorkflowFileInput throw new FlowMetaException ExceptionMessage ERROR FLOWMETAFILE NULL SAXBuilder saxBuilder false Document doc try build catch Exception ex warn getMessage printStackTrace DIGESTER FlowModelDAO getAllNodeIDs getAllActivityNodesList nodeIDs ArrayList list for int i WorkflowNode theNode findWorkflowNodeByID isRouteNode else nodeID getDataFields getEndNodeIDs getStartNodeID getFlowVariablesToPreview getTransitionByID transitionID getTransitionIDsFrom fromNodeID getTransitionIDsTo toNodeID getTypeDeclarations equals object instanceof EqualsBuilder append toString isEquals hashCode HashCodeBuilder toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
FlowDeploy private List flowNodeBindings new ArrayList,FlowDeploy hbm xml name flowNodeBindings,1,powerstone\src\org\powerstone\workflow\model\FlowDeploy.java,powerstone\src\org\powerstone\workflow\model\FlowDeploy.hbm.xml,flowNodeBindings,org powerstone workflow model FlowDeploy WF FLOW DEPLOY flowDeployID PK ID java lang Long native flowDeployName string VC NAME true createTime CREATE TIME currentState CURRENT STATE memo MEMO workflowMeta WorkflowMeta none auto FK META flowNodeBindings all delete orphan FlowNodeBinding flowProcs FlowProc, hibernate class table WF FLOW DEPLOY id column PK ID unsaved value generator native return Long property VC NAME length type string not null true String CREATE TIME CURRENT STATE boolean MEMO many to one FK META org powerstone workflow model WorkflowMeta bag name flowNodeBindings cascade all delete orphan lazy inverse collection key FlowNodeBinding List flowProcs FlowProc save update flowProc clear FlowDeploy PREPARING RUNNING READY log flowDeployID flowDeployName createTime currentState memo workflowMeta getFlowDeployID Optional  setFlowDeployID this empty getFlowDeployName setFlowDeployName getCreateTime setCreateTime getCurrentState isReady equals enableFlowDeploy setCurrentState disableFlowDeploy getMemo setMemo getWorkflowMeta setWorkflowMeta getFlowNodeBindings setFlowNodeBindings addFlowNodeBinding flowNodeBinding if size created false for Iterator it iterator hasNext fnb next getFlowNodeID setWorkflowDriver getWorkflowDriver else throw new FlowDeployException ExceptionMessage ERROR FLOWDEPLOY DRIVER REUSEE add setFlowDeploy getFlowProcs removeFlowProc remove removeAllFlowProcs addFlowProc setFlowProcs getFlowNodeBindingByNodeID nodeID findNodeOutputParamBindingByDriver flowDriver driverParamName isDebugEnabled debug FlowNodeOutputParamBinding result findNodeOutputParamBindingByDriverParamName object instanceof fd EqualsBuilder append toString isEquals hashCode HashCodeBuilder toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
Resource private String resourceID,validation xml field property resourceID depends required mask maxlength minlength,1,powerstone\src\org\powerstone\ca\model\Resource.java,powerstone\web\WEB-INF\validation.xml,resourceID,maxlength mask A Za z minlength secondProperty confirmPass function group groupName required ca name true user userName password twofields realName email role roleName webModule webModuleName web module resource resourceID id start with resourceName actionURL action url workflowDriver flowDriverName driver writeURL WRITE URL contextPath ContextPath wFDriverInputParam paramName paramAlias wFDriverOutputParam wFDriverOutputParamEnume driverOutputParamEnumeValue OutputParamEnumeValue businessType typeName TypeName flowDeploy flowDeployName FlowDeployName, hibernate class table CA RESOURCE query name AllResources select rs from Resource as AllWebModules wm WebModule ResourceByResourceID where resourceID ResourceByName resourceName p Title PowerStone id column PK ID unsaved value generator native return Long property VC length type string not null true unique String NAME ACTION URL many to one FK WEB MODULE org powerstone ca model actionURL webModule getId Optional  getResourceID getResourceName getActionURL getWebModule setActionURL this empty setId setResourceID setResourceName setWebModule equals object if instanceof false resource new EqualsBuilder append isEquals hashCode HashCodeBuilder toString toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
FlowTask private String taskState TASK STATE FREE,FlowTask hbm xml select count from NewTask nt join nt flowTask task join task flowNodeBinding flowDeploy workflowMeta businessType bt where nt taskCandidateUserID and task taskState in and bt typeID,1,powerstone\src\org\powerstone\workflow\model\FlowTask.java,powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml,taskState,org powerstone workflow model FlowTask WF FLOW TASK taskID PK ID java lang Long native taskState string VC STATE true createTime CREATE TIME startTime START overTime OVER flowProcTransaction FlowProcTransaction none auto FK PROC TRANSACTION flowNodeBinding FlowNodeBinding NODE BINDING taskUsers all delete orphan FlowTaskUser taskRoles FlowTaskRole taskAssigners FlowTaskAssigner newTasks NewTask taskRefuses FlowTaskRefuse sendEmail int SEND EMAIL NewTaskByNode MyNewTasksKinds MyExecutingTasksKinds TasksToAssign MyTasksToAssign MyTasksToAssignNum MyRefusedTasks NewTasksNotEmailed MyFinishedTasksKinds MyNewTasksNumByType MyExecutingTasksNumByType MyNewTasksByType MyExecutingTasksByType MyFinishedTasksNumByType MyFinishedTasksByType TaskByNodeAndProc TasksByProc, hibernate class table WF FLOW TASK query name NewTaskByNode select task from FlowTask join flowNodeBinding node where nodeBindingID and taskState MyNewTasksKinds bt typeID count NewTask nt flowTask flowDeploy workflowMeta businessType taskCandidateUserID in group by MyExecutingTasksKinds FlowTaskUser tu userID TasksToAssign MyTasksToAssign FlowTaskAssigner fta MyTasksToAssignNum MyRefusedTasks NewTasksNotEmailed sendEmail MyFinishedTasksKinds MyNewTasksNumByType MyExecutingTasksNumByType MyNewTasksByType order createTime desc MyExecutingTasksByType startTime MyFinishedTasksNumByType MyFinishedTasksByType overTime TaskByNodeAndProc flowProcTransaction flowProc flowNodeID flowProcID TasksByProc p Title PowerStone id column PK ID unsaved value generator native return Long property VC STATE length type string not null true String FINISHED TaskCandidate needAsssign param CREATE TIME START OVER many to one FK PROC TRANSACTION org powerstone workflow model FlowProcTransaction NODE BINDING FlowNodeBinding bag taskUsers cascade all delete orphan lazy inverse collection key List taskRoles FlowTaskRole taskAssigners newTasks taskRefuses FlowTaskRefuse SEND EMAIL int Integer log FREE LOCKED ASSIGNED NEED TO ASSIGN REFUSED NEW NOT EMAILED taskID previewText getTaskID Optional  setTaskID this empty getTaskState free setTaskState lock finish setOverTime TimeUtil getTimeStamp for Iterator it getNewTasks iterator hasNext next setFlowTask clear flowTaskAssigner new setUserID if getTaskAssigners indexOf add refuse refuseFor refUserID ftr setRefuseFor setRefuseUser getTaskRefuses abort getTaskUsers size flowTaskUser ftu getUserID equals break remove else error throw RuntimeException ExceptionMessage ERROR FLOWTASK INVALID assignToUser checkOutTask getCreateTime setCreateTime getStartTime setStartTime getOverTime getFlowProcTransaction setFlowProcTransaction getFlowProc getFlowNodeBinding setFlowNodeBinding taskUser setTaskUsers getTaskRoles setTaskRoles setTaskAssigners setNewTasks setTaskRefuses addTaskCandidate setTaskCandidateUserID hasTaskCandidate isDebugEnabled debug getSendEmail setSendEmail getPreviewText setPreviewText emailTask isEmailed intValue object instanceof false ft EqualsBuilder append isEquals hashCode HashCodeBuilder toHashCode toString ToStringBuilder ToStringStyle MULTI LINE STYLE NodeBinding TaskState SendEmail CreateTime liyingquan gmail com diamond china msn
FlowProcTransition private String workflowTransitionID,FlowProcTransition hbm xml name workflowTransitionID,1,powerstone\src\org\powerstone\workflow\model\FlowProcTransition.java,powerstone\src\org\powerstone\workflow\model\FlowProcTransition.hbm.xml,workflowTransitionID,org powerstone workflow model FlowProcTransition WF FLOW PROC TRANSITION id PK ID java lang Long native fromNodeID string VC FROM NODE true workflowTransitionID WORKFLOW toNodeID TO flowProcTransaction FlowProcTransaction none auto FK TRANSACTION, hibernate class table WF FLOW PROC TRANSITION p Title PowerStone id column PK ID unsaved value generator native return Long property VC FROM NODE length type string not null true String WORKFLOW TO many to one FK TRANSACTION org powerstone workflow model FlowProcTransaction FlowProcTransition BaseObject log fromNodeID workflowTransitionID toNodeID conditionType conditionExpress flowProcTransaction getId Optional  setId this empty getFromNodeID setFromNodeID getWorkflowTransitionID setWorkflowTransitionID getToNodeID setToNodeID getFlowProcTransaction setFlowProcTransaction getConditionType setConditionType getConditionExpress setConditionExpress equals object if instanceof false fnt isDebugEnabled debug n new EqualsBuilder append isEquals hashCode HashCodeBuilder toString toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE TransitionID liyingquan gmail com diamond china msn
BusinessType private Long typeID new Long,businessTypeForm jsp c if test not empty typeID,1,powerstone\src\org\powerstone\workflow\model\BusinessType.java,powerstone\web\WEB-INF\views\business_type\businessTypeForm.jsp,typeID,BusinessType TypeName value Content Type text html charset GBK request getContextPath img PowerStone css stylesheet tableFrame tdTitle tdContent tableNoBorderCenter center businessType not empty status errorMessages error false post wf edit bt return validateBusinessType this businessTypeForm typeID hidden c out typeName input fieldError errorMessage submit button default save Save remove Remove cancel Cancel, hibernate class table WF BISINESS TYPE query name AllBusinessTypes from BusinessType bt order by typeID asc p Title PowerStone id column PK ID unsaved value generator native return Long property VC NAME length type string not null true unique String bag workflowMetas cascade save update lazy inverse collection key FK BUSINESS one to many org powerstone workflow model WorkflowMeta List OTHER typeName tasksNum getTypeID Optional  setTypeID this empty getTypeName setTypeName getWorkflowMetas setWorkflowMetas getFlowMetasNum size addWorkflowMeta wm add setBusinessType removeWorkflowMeta fm remove removeAllWorkflowMetas if for Iterator it iterator hasNext next clear getTasksNum setTasksNum otherType equals object instanceof false new EqualsBuilder append toString isEquals hashCode HashCodeBuilder toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
WorkflowDriver private String flowDriverName,validation xml field property flowDriverName depends required maxlength,1,powerstone\src\org\powerstone\workflow\model\WorkflowDriver.java,powerstone\web\WEB-INF\validation.xml,flowDriverName,maxlength mask A Za z minlength secondProperty confirmPass function group groupName required ca name true user userName password twofields realName email role roleName webModule webModuleName web module resource resourceID id start with resourceName actionURL action url workflowDriver flowDriverName driver writeURL WRITE URL contextPath ContextPath wFDriverInputParam paramName paramAlias wFDriverOutputParam wFDriverOutputParamEnume driverOutputParamEnumeValue OutputParamEnumeValue businessType typeName TypeName flowDeploy flowDeployName FlowDeployName, hibernate class table WF DRIVER query name AllWorkflowDrivers from WorkflowDriver wd order by flowDriverID asc FlowDriversByContextPath where contextPath DriverByReadDO and readURL DriverByWriteDO writeURL AllDriverContextPath select distinct id column PK FLOW ID unsaved value generator native return Long property VC NAME length type string not null true String MEMO READ URL WRITE CONTEXT PATH bag wfDriverOutputParams cascade all delete orphan lazy inverse collection key FK one to many org powerstone workflow model WFDriverOutputParam List wfDriverInputParams WFDriverInputParam if log isDebugEnabled debug this equals object result fd flowDriverName memo getFlowDriverID Optional  setFlowDriverID empty getFlowDriverName setFlowDriverName getMemo setMemo getReadURL setReadURL getWriteURL setWriteURL getContextPath setContextPath getWfDriverOutputParams setWfDriverOutputParams getWfDriverInputParams setWfDriverInputParams addOutputParam wdOutParam add setWorkflowDriver removeOutputParam remove addInputParam wdInParam removeInputParam removeAllParams size for Iterator it iterator hasNext para next clear instanceof false boolean new EqualsBuilder append toString isEquals hashCode HashCodeBuilder toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
WFDriverOutputParam private List driverOutputParamEnumes new ArrayList,seeDriverDetail jsp c forEach items theOutputParam driverOutputParamEnumes,1,powerstone\src\org\powerstone\workflow\model\WFDriverOutputParam.java,powerstone\web\WEB-INF\views\flow_driver\seeDriverDetail.jsp,driverOutputParamEnumes,width height src img add gif delete style cursor hand document select submit Content Type text html charset gb request getContextPath PowerStone css stylesheet top center driver input param window open wf edit fd driverID c out value theInputParam theDriver wfDriverInputParams paramName paramAlias deleteInputParam driverInputParamID image x s output wfDriverOutputParams theOutputParam deleteOutputParam driverOutputParamID POST remove paramenume flowDriverID paramEnumeToDel multiple driverOutputParamEnumes theOutputParamEnume driverOutputParamEnumeID driverOutputParamEnumeValue enume f button if confirm fmt message key, hibernate class table WF DRIVER OUT PARAM p Title PowerStone id column PK OUTPUT ID unsaved value generator native return Long property VC NAME length type string not null true String ALIAS many to one FK FLOW org powerstone workflow model WorkflowDriver bag name driverOutputParamEnumes cascade all delete orphan lazy inverse collection key WFDriverOutputParamEnume List WFDriverOutputParam driverOutputParamID paramName paramAlias workflowDriver getDriverOutputParamID Optional  setDriverOutputParamID this empty getParamName setParamName getParamAlias setParamAlias getWorkflowDriver setWorkflowDriver getDriverOutputParamEnumes setDriverOutputParamEnumes addParamEnume wdOutParamEnume add setWfDriverOutputParam removeParamEnume remove removeAllWorkflowMetas if size for Iterator it iterator hasNext next clear equals object instanceof false fdp new EqualsBuilder append toString isEquals hashCode HashCodeBuilder toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
