notes,2,Todo::Tudu-Lists\\src\\main\\java\\tudu\\domain\\Todo.java::private String notes;,RemoteTodo::Tudu-Lists\\src\\main\\java\\tudu\\web\\dwr\\bean\\RemoteTodo.java::private String notes;,
dueDate,2,Todo::Tudu-Lists\\src\\main\\java\\tudu\\domain\\Todo.java::private Date dueDate;,RemoteTodo::Tudu-Lists\\src\\main\\java\\tudu\\web\\dwr\\bean\\RemoteTodo.java::private String dueDate;,
rssAllowed,2,TodoList::Tudu-Lists\\src\\main\\java\\tudu\\domain\\TodoList.java::private boolean rssAllowed;,RemoteTodoList::Tudu-Lists\\src\\main\\java\\tudu\\web\\dwr\\bean\\RemoteTodoList.java::private boolean rssAllowed;,
listId,3,TodoList::Tudu-Lists\\src\\main\\java\\tudu\\domain\\TodoList.java::private String listId;,RemoteTodoList::Tudu-Lists\\src\\main\\java\\tudu\\web\\dwr\\bean\\RemoteTodoList.java::private String listId;,RestoreTodoListModel::Tudu-Lists\\src\\main\\java\\tudu\\web\\mvc\\RestoreTodoListModel.java::private String listId;,
googleAnalyticsKey,2,ConfigurationServiceImpl::Tudu-Lists\\src\\main\\java\\tudu\\service\\impl\\ConfigurationServiceImpl.java::"public static String googleAnalyticsKey = """";",AdministrationModel::Tudu-Lists\\src\\main\\java\\tudu\\web\\mvc\\AdministrationModel.java::private String googleAnalyticsKey;,
todoListsService,11,TodosServiceImpl::Tudu-Lists\\src\\main\\java\\tudu\\service\\impl\\TodosServiceImpl.java::private TodoListsService todoListsService;,TodoListsDwrImpl::Tudu-Lists\\src\\main\\java\\tudu\\web\\dwr\\impl\\TodoListsDwrImpl.java::private TodoListsService todoListsService;,TodosDwrImpl::Tudu-Lists\\src\\main\\java\\tudu\\web\\dwr\\impl\\TodosDwrImpl.java::private TodoListsService todoListsService;,BackupController::Tudu-Lists\\src\\main\\java\\tudu\\web\\mvc\\BackupController.java::private TodoListsService todoListsService;,RestoreController::Tudu-Lists\\src\\main\\java\\tudu\\web\\mvc\\RestoreController.java::private TodoListsService todoListsService;,ShowRssFeedController::Tudu-Lists\\src\\main\\java\\tudu\\web\\mvc\\ShowRssFeedController.java::private TodoListsService todoListsService;,TodoListsRest::Tudu-Lists\\src\\main\\java\\tudu\\web\\rest\\TodoListsRest.java::private TodoListsService todoListsService;,IntegrationTest::Tudu-Lists\\src\\test\\java\\tudu\\integration\\IntegrationTest.java::private TodoListsService todoListsService;,TodoListsServiceImplTest::Tudu-Lists\\src\\test\\java\\tudu\\service\\impl\\TodoListsServiceImplTest.java::TodoListsServiceImpl todoListsService = new TodoListsServiceImpl();,TodosServiceImplTest::Tudu-Lists\\src\\test\\java\\tudu\\service\\impl\\TodosServiceImplTest.java::TodoListsService todoListsService = null;,TodoListsDwrImplTest::Tudu-Lists\\src\\test\\java\\tudu\\web\\dwr\\impl\\TodoListsDwrImplTest.java::TodoListsService todoListsService = null;,
todosService,4,TodosDwrImpl::Tudu-Lists\\src\\main\\java\\tudu\\web\\dwr\\impl\\TodosDwrImpl.java::private TodosService todosService;,IntegrationTest::Tudu-Lists\\src\\test\\java\\tudu\\integration\\IntegrationTest.java::private TodosService todosService;,TodosServiceImplTest::Tudu-Lists\\src\\test\\java\\tudu\\service\\impl\\TodosServiceImplTest.java::TodosServiceImpl todosService = new TodosServiceImpl();,TodosDwrImplTest::Tudu-Lists\\src\\test\\java\\tudu\\web\\dwr\\impl\\TodosDwrImplTest.java::TodosService todosService = null;,
em,8,ConfigurationServiceImpl::Tudu-Lists\\src\\main\\java\\tudu\\service\\impl\\ConfigurationServiceImpl.java::private EntityManager em;,TodoListsServiceImpl::Tudu-Lists\\src\\main\\java\\tudu\\service\\impl\\TodoListsServiceImpl.java::private EntityManager em;,TodosServiceImpl::Tudu-Lists\\src\\main\\java\\tudu\\service\\impl\\TodosServiceImpl.java::private EntityManager em;,UserServiceImpl::Tudu-Lists\\src\\main\\java\\tudu\\service\\impl\\UserServiceImpl.java::private EntityManager em;,ConfigurationServiceImplTest::Tudu-Lists\\src\\test\\java\\tudu\\service\\impl\\ConfigurationServiceImplTest.java::EntityManager em;,TodoListsServiceImplTest::Tudu-Lists\\src\\test\\java\\tudu\\service\\impl\\TodoListsServiceImplTest.java::EntityManager em = null;,TodosServiceImplTest::Tudu-Lists\\src\\test\\java\\tudu\\service\\impl\\TodosServiceImplTest.java::EntityManager em = null;,UserServiceImplTest::Tudu-Lists\\src\\test\\java\\tudu\\service\\impl\\UserServiceImplTest.java::EntityManager em = null;,
creationDate,2,Todo::Tudu-Lists\\src\\main\\java\\tudu\\domain\\Todo.java::private Date creationDate;,User::Tudu-Lists\\src\\main\\java\\tudu\\domain\\User.java::private Date creationDate;,
priority,2,Todo::Tudu-Lists\\src\\main\\java\\tudu\\domain\\Todo.java::private int priority;,RemoteTodo::Tudu-Lists\\src\\main\\java\\tudu\\web\\dwr\\bean\\RemoteTodo.java::private int priority;,
