Job private String businessPhone,job detail jsp s if test job businessPhone null job businessPhone length,1,jrecruiter\jrecruiter-server\src\main\java\org\jrecruiter\model\Job.java,jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\job-detail.jsp,businessPhone,header menu outer footer display none Statistics job statistic counter hit s Back Print Pdf latitude longitude Job Id businessName regionForDisplay industryForDisplay salary businessPhone businessEmail businessAddress businessCity website N A jQuery function showJob map canvas zoomLevel document unload GUnload print jobHeader float right width px text align showJobsUrl show jobs exportPdfUrl id jobDetail pdf back window return false usesMap jobDetailMap jsp ALL field location height background color white detail label summary optional true jobUpdateDate updateDate strong jobTitle offeredBy null offered by getText descriptionKey length industry phone email mailto address city businessState state businessZip zip not fn contains http jobDetailDescription jobDescription restr description replace lf br empty jobRestrictions jobDetailRestriction maps google com file api v key apiKeysHolder googleMapsKey javascript, This class represents a job posting author Gunnar Hillert version Id Job java  Z ghillert Constructors Helper Methods serialVersionUID id Uniquely identifies the data object key will be unique across migrations and is used mainly in places where external services may need to access information The stored typically UUID but does not have migrating older sets for example Industry Region located Owner of Business name If no suitable region can selected allow provide custom title Salary Description Website company Address field City State Postal Code Phone Email Free Form Text Field Restrictions advertised creation date Date was updated Status Used map Location specify zoom level when showing location on Statistic this particuliar Flag that indicates whether using google maps further details s default constructor Constructor with just initializing summaries param businessName jobTitle updateDate minimal full return set industry user businessLocation salary description website businessAddress businessCity businessState businessZip businessPhone businessEmail industryOther jobRestrictions registrationDate status offeredBy longitude latitude statistics universalId non Javadoc see lang Object hashCode equals regionOther zoomLevel statistic usesMap getId Optional setId getIndustry setIndustry getRegion setRegion empty getUser setUser getBusinessName setBusinessName getRegionOther setRegionOther getJobTitle setJobTitle getSalary setSalary getDescription setDescription getWebsite setWebsite getBusinessAddress setBusinessAddress getBusinessCity setBusinessCity getBusinessState setBusinessState getBusinessZip setBusinessZip getBusinessPhone setBusinessPhone getBusinessEmail setBusinessEmail getIndustryOther setIndustryOther getJobRestrictions setJobRestrictions getRegistrationDate setRegistrationDate getUpdateDate setUpdateDate getStatus setStatus getOfferedBy setOfferedBy getLongitude setLongitude getUsesMap setUsesMap getLatitude setLatitude getZoomLevel setZoomLevel getStatistic setStatistic getUniversalId setUniversalId getRegionForDisplay if null else CommongKeyIds OTHER getName getRegionForDisplayFormatted Other getIndustryForDisplay toString final String TAB StringBuilder retValue new append super int prime result obj true false instanceof other jobId zoomlevel expirationDate uniqueConstraints UniqueConstraint columnNames impl org apache lucene analysis standard StandardAnalyzer generator hibseq cascade fetch FetchType LAZY industries nullable insertable updatable regions users length index Index TOKENIZED store Store YES UN jobTitleIndex business address city state zip phone email restrictions registration TemporalType TIMESTAMP update resolution Resolution DAY updateDateIndex precision scale offered by uses CascadeType ALL
Job private Boolean usesMap,jobsTable jsp s if test attr job usesMap,1,jrecruiter\jrecruiter-server\src\main\java\org\jrecruiter\model\Job.java,jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\jobsTable.jsp,usesMap,title src ctx images icons crystal viewmag png style border width globe jobsTable jobs limit job restore usesMap false jobDetailUrl detail none jobId attr id Job Detail jobTitle spring message code jsp show table icon details map businessName business name regionForDisplayFormatted location updateDate date datePattern org jmesa view editor DateCellEditor, This class represents a job posting author Gunnar Hillert version Id Job java  Z ghillert Constructors Helper Methods serialVersionUID id Uniquely identifies the data object key will be unique across migrations and is used mainly in places where external services may need to access information The stored typically UUID but does not have migrating older sets for example Industry Region located Owner of Business name If no suitable region can selected allow provide custom title Salary Description Website company Address field City State Postal Code Phone Email Free Form Text Field Restrictions advertised creation date Date was updated Status Used map Location specify zoom level when showing location on Statistic this particuliar Flag that indicates whether using google maps further details s default constructor Constructor with just initializing summaries param businessName jobTitle updateDate minimal full return set industry user businessLocation salary description website businessAddress businessCity businessState businessZip businessPhone businessEmail industryOther jobRestrictions registrationDate status offeredBy longitude latitude statistics universalId non Javadoc see lang Object hashCode equals regionOther zoomLevel statistic usesMap getId Optional setId getIndustry setIndustry getRegion setRegion empty getUser setUser getBusinessName setBusinessName getRegionOther setRegionOther getJobTitle setJobTitle getSalary setSalary getDescription setDescription getWebsite setWebsite getBusinessAddress setBusinessAddress getBusinessCity setBusinessCity getBusinessState setBusinessState getBusinessZip setBusinessZip getBusinessPhone setBusinessPhone getBusinessEmail setBusinessEmail getIndustryOther setIndustryOther getJobRestrictions setJobRestrictions getRegistrationDate setRegistrationDate getUpdateDate setUpdateDate getStatus setStatus getOfferedBy setOfferedBy getLongitude setLongitude getUsesMap setUsesMap getLatitude setLatitude getZoomLevel setZoomLevel getStatistic setStatistic getUniversalId setUniversalId getRegionForDisplay if null else CommongKeyIds OTHER getName getRegionForDisplayFormatted Other getIndustryForDisplay toString final String TAB StringBuilder retValue new append super int prime result obj true false instanceof other jobId zoomlevel expirationDate uniqueConstraints UniqueConstraint columnNames impl org apache lucene analysis standard StandardAnalyzer generator hibseq cascade fetch FetchType LAZY industries nullable insertable updatable regions users length index Index TOKENIZED store Store YES UN jobTitleIndex business address city state zip phone email restrictions registration TemporalType TIMESTAMP update resolution Resolution DAY updateDateIndex precision scale offered by uses CascadeType ALL
Job private String businessEmail,job detail jsp a href mailto job businessEmail job businessEmail a,1,jrecruiter\jrecruiter-server\src\main\java\org\jrecruiter\model\Job.java,jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\job-detail.jsp,businessEmail,header menu outer footer display none Statistics job statistic counter hit s Back Print Pdf latitude longitude Job Id businessName regionForDisplay industryForDisplay salary businessPhone businessEmail businessAddress businessCity website N A jQuery function showJob map canvas zoomLevel document unload GUnload print jobHeader float right width px text align showJobsUrl show jobs exportPdfUrl id jobDetail pdf back window return false usesMap jobDetailMap jsp ALL field location height background color white detail label summary optional true jobUpdateDate updateDate strong jobTitle offeredBy null offered by getText descriptionKey length industry phone email mailto address city businessState state businessZip zip not fn contains http jobDetailDescription jobDescription restr description replace lf br empty jobRestrictions jobDetailRestriction maps google com file api v key apiKeysHolder googleMapsKey javascript, This class represents a job posting author Gunnar Hillert version Id Job java  Z ghillert Constructors Helper Methods serialVersionUID id Uniquely identifies the data object key will be unique across migrations and is used mainly in places where external services may need to access information The stored typically UUID but does not have migrating older sets for example Industry Region located Owner of Business name If no suitable region can selected allow provide custom title Salary Description Website company Address field City State Postal Code Phone Email Free Form Text Field Restrictions advertised creation date Date was updated Status Used map Location specify zoom level when showing location on Statistic this particuliar Flag that indicates whether using google maps further details s default constructor Constructor with just initializing summaries param businessName jobTitle updateDate minimal full return set industry user businessLocation salary description website businessAddress businessCity businessState businessZip businessPhone businessEmail industryOther jobRestrictions registrationDate status offeredBy longitude latitude statistics universalId non Javadoc see lang Object hashCode equals regionOther zoomLevel statistic usesMap getId Optional setId getIndustry setIndustry getRegion setRegion empty getUser setUser getBusinessName setBusinessName getRegionOther setRegionOther getJobTitle setJobTitle getSalary setSalary getDescription setDescription getWebsite setWebsite getBusinessAddress setBusinessAddress getBusinessCity setBusinessCity getBusinessState setBusinessState getBusinessZip setBusinessZip getBusinessPhone setBusinessPhone getBusinessEmail setBusinessEmail getIndustryOther setIndustryOther getJobRestrictions setJobRestrictions getRegistrationDate setRegistrationDate getUpdateDate setUpdateDate getStatus setStatus getOfferedBy setOfferedBy getLongitude setLongitude getUsesMap setUsesMap getLatitude setLatitude getZoomLevel setZoomLevel getStatistic setStatistic getUniversalId setUniversalId getRegionForDisplay if null else CommongKeyIds OTHER getName getRegionForDisplayFormatted Other getIndustryForDisplay toString final String TAB StringBuilder retValue new append super int prime result obj true false instanceof other jobId zoomlevel expirationDate uniqueConstraints UniqueConstraint columnNames impl org apache lucene analysis standard StandardAnalyzer generator hibseq cascade fetch FetchType LAZY industries nullable insertable updatable regions users length index Index TOKENIZED store Store YES UN jobTitleIndex business address city state zip phone email restrictions registration TemporalType TIMESTAMP update resolution Resolution DAY updateDateIndex precision scale offered by uses CascadeType ALL
LoggingAction private Set LogLevels logLevels EnumSet allOf LogLevels class,logging jsp s select list logLevels listValue logLevelName value attr bean logLevel name newLogger newLogLevel,1,jrecruiter\jrecruiter-web\src\main\java\org\jrecruiter\web\actions\admin\LoggingAction.java,jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\admin\logging.jsp,logLevels,Logging Settings function onInvokeAction id t jQuery jmesa setExportToLimit var parameterString createParameterStringForLimit showAll s property value url if loggingLoggerTable showLoggersUrl else showLogFilesUrl get data Div html Log Files Configured Loggers tAll All tLoggers Add a new Logger Name Level logging ajax logger table none log file text javascript loggingLogFileTableDiv loggingLogFileTable jsp showAllLoggersUrl true showConfiguredLoggersUrl loggingLoggerTableDiv submit margin right auto left top em Update Levels updateLagLevels optional username loggerName newLogger logLevels logLevelName attr bean logLevel newLogLevel New addNewLogger, Show log files and allow to set levels for the configured loggers logback be changed dynamically at runtime author Gunnar Hillert version Id LoggingAction java  Z ghillert Reference Data Prepare data Helper Methods Ajax Getters Setters serialVersionUID all or only List of associated information Loggers simplified display purposes Used stream a logfile back client Defines collection Unfortunately does not use enums define its Reload table that displays file Loads page with default parameters Updates loglevels Need refresh Adds new logger Retrieve requested return throws Exception BaseActionimplementsPreparable ModelDriven LoggingForm showAll logFileInfos configuredLoggers fileToDownLoad model logLevels prepare Optional empty prepareExecute loadLoggers loadLogFiles prepareUpdateLagLevels prepareAddNewLogger this clear final Logger LoggingUtil getLoggers add LoggerInfo getName getEffectiveLevel levelInt getLogFileInfos executeAjaxLoggingLogFileTable ajaxLoggingLogFileTable executeAjaxLoggerTable ajaxLoggerTable execute SUCCESS updateLagLevels if getUpdatedLoggers null isEmpty loggerInfo getNewLogLevel getLogger getLoggerName setLevel Level toLevel getLogLevel successRedirect addNewLogger getNewLogger newLogger download getFileName throw IllegalArgumentException FileName must File logFile getLogFile FileInputStream getFileToDownLoad getConfiguredLoggers isShowAll setShowAll getLogLevels getModel setModel name location WEB INF jsp admin loggingLogFileTable loggingLoggerTable success logging type redirectAction value ajax downloadLogFile
User private String username,user list table jsp s property value attr user username escape true,1,jrecruiter\jrecruiter-server\src\main\java\org\jrecruiter\model\User.java,jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\admin\user-list-table.jsp,username,userListTable users limit user restore false edit editUserUrl userId attr id editJobPostingUrl job row spring message code jsp admin list table link title ctx images icons crystal png border width userlist delete checkbox userIds rowcount username true firstName lastName registrationDate registerDate date MM dd yy company, This class represents a user author Gunnar Hillert version Id User java  Z ghillert Constructors Implemented from Acegi Seurity serialVersionUID Fields default constructor minimal full Property accessors see org acegisecurity userdetails UserDetails isAccountNonExpired return Returns the accountNonExpired isAccountNonLocked accountNonLocked isCredentialsNonExpired credentialsNonExpired isEnabled enabled lastLoginDate param to set non Javadoc getAuthorities id username password firstName lastName company phone fax email registrationDate updateDate jobs userToRoles verificationKey getId Optional this setId empty getUsername setUsername getPassword setPassword getFirstName setFirstName getLastName setLastName getCompany setCompany getPhone setPhone getFax setFax getEmail setEmail getRegistrationDate setRegistrationDate getUpdateDate setUpdateDate getJobs setJobs getUserToRoles setUserToRoles true setEnabled getVerificationKey setVerificationKey getLastLoginDate setLastLoginDate if null final Set GrantedAuthority roles new HashSet for UserToRole userToRole add getRole toArray else toString String TAB StringBuilder retValue append super Username Email FirstName LastName registerDate uniqueConstraints UniqueConstraint columnNames unique length generator hibseq TemporalType TIMESTAMP cascade CascadeType ALL fetch FetchType LAZY mappedBy
ApiKeysHolder private String bitlyPassword,applicationContext server xml property name bitlyPassword value bitly password,1,jrecruiter\jrecruiter-server\src\main\java\org\jrecruiter\common\ApiKeysHolder.java,jrecruiter\jrecruiter-server\src\main\resources\org\jrecruiter\server\spring\applicationContext-server.xml,bitlyPassword,classpath org jrecruiter server messages freemarker http www springframework schema beans w XMLSchema instance aop tx context flex spring xsd dao jpa service impl messageSource support ReloadableResourceBundleMessageSource basenames defaultEncoding utf cacheSeconds annotation PersistenceExceptionTranslationPostProcessor mailMessage mail SimpleMailMessage apiKeysHolder common ApiKeysHolder googleMapsKey key google maps reCaptchaKey recaptcha public twitterUsername twitter username twitterPassword password bitlyUsername bitly bitlyPassword serverSettings model ServerSettings serverAddress address freemarkerConfiguration ui FreeMarkerConfigurationFactoryBean templateLoaderPath reCaptcha net tanesha ReCaptchaImpl privateKey private publicKey recaptchaServer api includeNoscript false scheduledTask scheduling timer ScheduledTimerTask delay period timerTask updateJobCountPerDays MethodInvokingTimerTaskFactoryBean targetObject jobService targetMethod timerFactory TimerFactoryBean scheduledTimerTasks stringDigester jasypt digest StandardStringDigester algorithm SHA iterations saltSizeBytes passwordEncoder security PasswordEncoder, Holder Object for Api keys such as webservices like Google Maps author Gunnar Hillert version Id ApiKeysHolder java  Z ghillert Getters and Setters return the twitterUsername param to set twitterPassword bitlyUsername bitlyPassword googleMapsKey reCaptchaKey getGoogleMapsKey Optional empty setGoogleMapsKey this getReCaptchaKey setReCaptchaKey getTwitterUsername setTwitterUsername getTwitterPassword setTwitterPassword getBitlyUsername setBitlyUsername getBitlyPassword setBitlyPassword
ApiKeysHolder private String twitterPassword,applicationContext server xml property name twitterPassword value twitter password,1,jrecruiter\jrecruiter-server\src\main\java\org\jrecruiter\common\ApiKeysHolder.java,jrecruiter\jrecruiter-server\src\main\resources\org\jrecruiter\server\spring\applicationContext-server.xml,twitterPassword,classpath org jrecruiter server messages freemarker http www springframework schema beans w XMLSchema instance aop tx context flex spring xsd dao jpa service impl messageSource support ReloadableResourceBundleMessageSource basenames defaultEncoding utf cacheSeconds annotation PersistenceExceptionTranslationPostProcessor mailMessage mail SimpleMailMessage apiKeysHolder common ApiKeysHolder googleMapsKey key google maps reCaptchaKey recaptcha public twitterUsername twitter username twitterPassword password bitlyUsername bitly bitlyPassword serverSettings model ServerSettings serverAddress address freemarkerConfiguration ui FreeMarkerConfigurationFactoryBean templateLoaderPath reCaptcha net tanesha ReCaptchaImpl privateKey private publicKey recaptchaServer api includeNoscript false scheduledTask scheduling timer ScheduledTimerTask delay period timerTask updateJobCountPerDays MethodInvokingTimerTaskFactoryBean targetObject jobService targetMethod timerFactory TimerFactoryBean scheduledTimerTasks stringDigester jasypt digest StandardStringDigester algorithm SHA iterations saltSizeBytes passwordEncoder security PasswordEncoder, Holder Object for Api keys such as webservices like Google Maps author Gunnar Hillert version Id ApiKeysHolder java  Z ghillert Getters and Setters return the twitterUsername param to set twitterPassword bitlyUsername bitlyPassword googleMapsKey reCaptchaKey getGoogleMapsKey Optional empty setGoogleMapsKey this getReCaptchaKey setReCaptchaKey getTwitterUsername setTwitterUsername getTwitterPassword setTwitterPassword getBitlyUsername setBitlyUsername getBitlyPassword setBitlyPassword
Job private String businessName,search jsp jmesa htmlColumn property businessName titleKey jsp show jobs table business name,1,jrecruiter\jrecruiter-server\src\main\java\org\jrecruiter\model\Job.java,jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\search.jsp,businessName,Search terms title src ctx images icons crystal viewmag png style border width globe No results found jQuery function input bind focus event target addClass selected blur removeClass keyword onInvokeAction id jmesa setExportToLimit var parameterString createParameterStringForLimit get s property value tableUrlAjax ajax true val data Div html search none required searchBox margin left em clear both jobs null empty tag job restore usesMap false jobDetailUrl detail jobId attr Job Detail jobTitle spring message code jsp show table icon details map businessName business name regionForDisplayFormatted location updateDate date datePattern org view editor DateCellEditor text javascript, This class represents a job posting author Gunnar Hillert version Id Job java  Z ghillert Constructors Helper Methods serialVersionUID id Uniquely identifies the data object key will be unique across migrations and is used mainly in places where external services may need to access information The stored typically UUID but does not have migrating older sets for example Industry Region located Owner of Business name If no suitable region can selected allow provide custom title Salary Description Website company Address field City State Postal Code Phone Email Free Form Text Field Restrictions advertised creation date Date was updated Status Used map Location specify zoom level when showing location on Statistic this particuliar Flag that indicates whether using google maps further details s default constructor Constructor with just initializing summaries param businessName jobTitle updateDate minimal full return set industry user businessLocation salary description website businessAddress businessCity businessState businessZip businessPhone businessEmail industryOther jobRestrictions registrationDate status offeredBy longitude latitude statistics universalId non Javadoc see lang Object hashCode equals regionOther zoomLevel statistic usesMap getId Optional setId getIndustry setIndustry getRegion setRegion empty getUser setUser getBusinessName setBusinessName getRegionOther setRegionOther getJobTitle setJobTitle getSalary setSalary getDescription setDescription getWebsite setWebsite getBusinessAddress setBusinessAddress getBusinessCity setBusinessCity getBusinessState setBusinessState getBusinessZip setBusinessZip getBusinessPhone setBusinessPhone getBusinessEmail setBusinessEmail getIndustryOther setIndustryOther getJobRestrictions setJobRestrictions getRegistrationDate setRegistrationDate getUpdateDate setUpdateDate getStatus setStatus getOfferedBy setOfferedBy getLongitude setLongitude getUsesMap setUsesMap getLatitude setLatitude getZoomLevel setZoomLevel getStatistic setStatistic getUniversalId setUniversalId getRegionForDisplay if null else CommongKeyIds OTHER getName getRegionForDisplayFormatted Other getIndustryForDisplay toString final String TAB StringBuilder retValue new append super int prime result obj true false instanceof other jobId zoomlevel expirationDate uniqueConstraints UniqueConstraint columnNames impl org apache lucene analysis standard StandardAnalyzer generator hibseq cascade fetch FetchType LAZY industries nullable insertable updatable regions users length index Index TOKENIZED store Store YES UN jobTitleIndex business address city state zip phone email restrictions registration TemporalType TIMESTAMP update resolution Resolution DAY updateDateIndex precision scale offered by uses CascadeType ALL
Job private Statistic statistic,edit job jsp li label spring message code jsp admin edit job fieldset label page visits label s property value job statistic counter default N A li,1,jrecruiter\jrecruiter-server\src\main\java\org\jrecruiter\model\Job.java,jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\admin\edit-job.jsp,statistic,statisticContainer float right border px solid aaaaaa width em margin background color eeeeee ul list style none padding label display block left jsp admin edit job fieldset legend statistics page visits statistic counter N A last access lastAccess date datePattern title editJobForm id includes header contact location mapDiv description submit getText ALL button save cancel marked fields are required http maps google com file api v key apiKeysHolder googleMapsKey text javascript, This class represents a job posting author Gunnar Hillert version Id Job java  Z ghillert Constructors Helper Methods serialVersionUID id Uniquely identifies the data object key will be unique across migrations and is used mainly in places where external services may need to access information The stored typically UUID but does not have migrating older sets for example Industry Region located Owner of Business name If no suitable region can selected allow provide custom title Salary Description Website company Address field City State Postal Code Phone Email Free Form Text Field Restrictions advertised creation date Date was updated Status Used map Location specify zoom level when showing location on Statistic this particuliar Flag that indicates whether using google maps further details s default constructor Constructor with just initializing summaries param businessName jobTitle updateDate minimal full return set industry user businessLocation salary description website businessAddress businessCity businessState businessZip businessPhone businessEmail industryOther jobRestrictions registrationDate status offeredBy longitude latitude statistics universalId non Javadoc see lang Object hashCode equals regionOther zoomLevel statistic usesMap getId Optional setId getIndustry setIndustry getRegion setRegion empty getUser setUser getBusinessName setBusinessName getRegionOther setRegionOther getJobTitle setJobTitle getSalary setSalary getDescription setDescription getWebsite setWebsite getBusinessAddress setBusinessAddress getBusinessCity setBusinessCity getBusinessState setBusinessState getBusinessZip setBusinessZip getBusinessPhone setBusinessPhone getBusinessEmail setBusinessEmail getIndustryOther setIndustryOther getJobRestrictions setJobRestrictions getRegistrationDate setRegistrationDate getUpdateDate setUpdateDate getStatus setStatus getOfferedBy setOfferedBy getLongitude setLongitude getUsesMap setUsesMap getLatitude setLatitude getZoomLevel setZoomLevel getStatistic setStatistic getUniversalId setUniversalId getRegionForDisplay if null else CommongKeyIds OTHER getName getRegionForDisplayFormatted Other getIndustryForDisplay toString final String TAB StringBuilder retValue new append super int prime result obj true false instanceof other jobId zoomlevel expirationDate uniqueConstraints UniqueConstraint columnNames impl org apache lucene analysis standard StandardAnalyzer generator hibseq cascade fetch FetchType LAZY industries nullable insertable updatable regions users length index Index TOKENIZED store Store YES UN jobTitleIndex business address city state zip phone email restrictions registration TemporalType TIMESTAMP update resolution Resolution DAY updateDateIndex precision scale offered by uses CascadeType ALL
Job private String jobRestrictions,job detail jsp s if test job jobRestrictions null job jobRestrictions length,1,jrecruiter\jrecruiter-server\src\main\java\org\jrecruiter\model\Job.java,jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\job-detail.jsp,jobRestrictions,header menu outer footer display none Statistics job statistic counter hit s Back Print Pdf latitude longitude Job Id businessName regionForDisplay industryForDisplay salary businessPhone businessEmail businessAddress businessCity website N A jQuery function showJob map canvas zoomLevel document unload GUnload print jobHeader float right width px text align showJobsUrl show jobs exportPdfUrl id jobDetail pdf back window return false usesMap jobDetailMap jsp ALL field location height background color white detail label summary optional true jobUpdateDate updateDate strong jobTitle offeredBy null offered by getText descriptionKey length industry phone email mailto address city businessState state businessZip zip not fn contains http jobDetailDescription jobDescription restr description replace lf br empty jobRestrictions jobDetailRestriction maps google com file api v key apiKeysHolder googleMapsKey javascript, This class represents a job posting author Gunnar Hillert version Id Job java  Z ghillert Constructors Helper Methods serialVersionUID id Uniquely identifies the data object key will be unique across migrations and is used mainly in places where external services may need to access information The stored typically UUID but does not have migrating older sets for example Industry Region located Owner of Business name If no suitable region can selected allow provide custom title Salary Description Website company Address field City State Postal Code Phone Email Free Form Text Field Restrictions advertised creation date Date was updated Status Used map Location specify zoom level when showing location on Statistic this particuliar Flag that indicates whether using google maps further details s default constructor Constructor with just initializing summaries param businessName jobTitle updateDate minimal full return set industry user businessLocation salary description website businessAddress businessCity businessState businessZip businessPhone businessEmail industryOther jobRestrictions registrationDate status offeredBy longitude latitude statistics universalId non Javadoc see lang Object hashCode equals regionOther zoomLevel statistic usesMap getId Optional setId getIndustry setIndustry getRegion setRegion empty getUser setUser getBusinessName setBusinessName getRegionOther setRegionOther getJobTitle setJobTitle getSalary setSalary getDescription setDescription getWebsite setWebsite getBusinessAddress setBusinessAddress getBusinessCity setBusinessCity getBusinessState setBusinessState getBusinessZip setBusinessZip getBusinessPhone setBusinessPhone getBusinessEmail setBusinessEmail getIndustryOther setIndustryOther getJobRestrictions setJobRestrictions getRegistrationDate setRegistrationDate getUpdateDate setUpdateDate getStatus setStatus getOfferedBy setOfferedBy getLongitude setLongitude getUsesMap setUsesMap getLatitude setLatitude getZoomLevel setZoomLevel getStatistic setStatistic getUniversalId setUniversalId getRegionForDisplay if null else CommongKeyIds OTHER getName getRegionForDisplayFormatted Other getIndustryForDisplay toString final String TAB StringBuilder retValue new append super int prime result obj true false instanceof other jobId zoomlevel expirationDate uniqueConstraints UniqueConstraint columnNames impl org apache lucene analysis standard StandardAnalyzer generator hibseq cascade fetch FetchType LAZY industries nullable insertable updatable regions users length index Index TOKENIZED store Store YES UN jobTitleIndex business address city state zip phone email restrictions registration TemporalType TIMESTAMP update resolution Resolution DAY updateDateIndex precision scale offered by uses CascadeType ALL
Job private Boolean usesMap,job detail jsp s if test job usesMap,1,jrecruiter\jrecruiter-server\src\main\java\org\jrecruiter\model\Job.java,jrecruiter\jrecruiter-web\src\main\webapp\WEB-INF\jsp\job-detail.jsp,usesMap,header menu outer footer display none Statistics job statistic counter hit s Back Print Pdf latitude longitude Job Id businessName regionForDisplay industryForDisplay salary businessPhone businessEmail businessAddress businessCity website N A jQuery function showJob map canvas zoomLevel document unload GUnload print jobHeader float right width px text align showJobsUrl show jobs exportPdfUrl id jobDetail pdf back window return false usesMap jobDetailMap jsp ALL field location height background color white detail label summary optional true jobUpdateDate updateDate strong jobTitle offeredBy null offered by getText descriptionKey length industry phone email mailto address city businessState state businessZip zip not fn contains http jobDetailDescription jobDescription restr description replace lf br empty jobRestrictions jobDetailRestriction maps google com file api v key apiKeysHolder googleMapsKey javascript, This class represents a job posting author Gunnar Hillert version Id Job java  Z ghillert Constructors Helper Methods serialVersionUID id Uniquely identifies the data object key will be unique across migrations and is used mainly in places where external services may need to access information The stored typically UUID but does not have migrating older sets for example Industry Region located Owner of Business name If no suitable region can selected allow provide custom title Salary Description Website company Address field City State Postal Code Phone Email Free Form Text Field Restrictions advertised creation date Date was updated Status Used map Location specify zoom level when showing location on Statistic this particuliar Flag that indicates whether using google maps further details s default constructor Constructor with just initializing summaries param businessName jobTitle updateDate minimal full return set industry user businessLocation salary description website businessAddress businessCity businessState businessZip businessPhone businessEmail industryOther jobRestrictions registrationDate status offeredBy longitude latitude statistics universalId non Javadoc see lang Object hashCode equals regionOther zoomLevel statistic usesMap getId Optional setId getIndustry setIndustry getRegion setRegion empty getUser setUser getBusinessName setBusinessName getRegionOther setRegionOther getJobTitle setJobTitle getSalary setSalary getDescription setDescription getWebsite setWebsite getBusinessAddress setBusinessAddress getBusinessCity setBusinessCity getBusinessState setBusinessState getBusinessZip setBusinessZip getBusinessPhone setBusinessPhone getBusinessEmail setBusinessEmail getIndustryOther setIndustryOther getJobRestrictions setJobRestrictions getRegistrationDate setRegistrationDate getUpdateDate setUpdateDate getStatus setStatus getOfferedBy setOfferedBy getLongitude setLongitude getUsesMap setUsesMap getLatitude setLatitude getZoomLevel setZoomLevel getStatistic setStatistic getUniversalId setUniversalId getRegionForDisplay if null else CommongKeyIds OTHER getName getRegionForDisplayFormatted Other getIndustryForDisplay toString final String TAB StringBuilder retValue new append super int prime result obj true false instanceof other jobId zoomlevel expirationDate uniqueConstraints UniqueConstraint columnNames impl org apache lucene analysis standard StandardAnalyzer generator hibseq cascade fetch FetchType LAZY industries nullable insertable updatable regions users length index Index TOKENIZED store Store YES UN jobTitleIndex business address city state zip phone email restrictions registration TemporalType TIMESTAMP update resolution Resolution DAY updateDateIndex precision scale offered by uses CascadeType ALL
