E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\.idea\compiler.xml,CompilerConfiguration Maven default annotation processors profile true target generated sources annotations test tudu Tudu Lists
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\.idea\encodings.xml,Encoding file PROJECT DIR UTF src main java resources
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\.idea\jarRepositories.xml,RemoteRepositoriesConfiguration id central name Central Repository url http maven aliyun com nexus content groups public Maven repository https repo org jboss community JBoss Community repositories
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\.idea\misc.xml,ExternalStorageConfigurationManager true FrameworkDetectionExcludesConfiguration web file PROJECT DIR MavenProjectsManager originalFiles pom xml ProjectRootManager JDK JavaSDK out
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\.idea\vcs.xml,VcsDirectoryMappings Git
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\.idea\workspace.xml,restoreChoice form path user enabled lastName E uaa st Year code LocalGit Tudu Lists src main AutoImportSettings autoReloadType SELECTIVE ChangeListManager true ad d b fefbdacec Default Changelist PROJECT DIR idea compiler xml false encodings vcs webapp WEB INF fragments todos table jsp mobile index html SHOW DIALOG HIGHLIGHT CONFLICTS NON ACTIVE CHANGELIST LAST RESOLUTION IGNORE DefaultGradleProjectSettings isMigrated FindInProjectRecents Git Settings RECENT GIT ROOT PATH MarkdownSettingsMigration stateVersion MavenImportPreferences generalSettings mavenHome D apache maven userSettingsFile conf settings importingSettings jdkForImporter vmOptionsForImporter Xmxm ProjectFrameBounds x y width height ProjectId AKhdztZGkvdoLeWOjnaU ProjectView ProjectViewState hideEmptyMiddlePackages showLibraryContents PropertiesComponent WebServerToolWindowFactoryState aspect notification shown nodejs interpreter stuck in default project undefined npm reset for editor selected configurable reference importing SpellCheckerSettings application level SvnConfiguration TaskManager task number presentableId TimeTrackingManager totallyTimeSpent ToolWindowManager Designer Favorites Web combo Project Structure bottom Event Log Database Changes Spring Version Control Terminal Java Enterprise Message Docker Find Run Debug Cvs Inspection TODO Analyzer SOQL Query Anonymous Apex right Bean Validation Palette Commander SLIDING Ant Build Hierarchy Maven TypeScriptGeneratedFilesManager version editorHistoryManager file java tudu web mvc AdministrationModel text e AdministrationController domain User RestoreTodoListModel views administration restore masterDetails ProjectJDKs UI proportions
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\pom.xml,tudu SNAPSHOT war Tudu Lists Web application dev UTF RELEASE Final inmemory cloudbees cp commons io fileupload lang compile org hsqldb javax mail servlet api provided jstl jdom junit test mysql connector java runtime net sf ehcache core web aspectj aspectjrt codehaus jackson mapper asl directwebremoting dwr M easymock hibernate entitymanager version validator slfj logj springframework spring aop beans context jdbc orm tx support webmvc security config taglibs rome struts menu velocity tools standard bees plugins snapshots http repository forge com public snapshot false true src main resources META INF infrastructure env xml apache maven compiler plugin mortbay jetty v stop mojo sonar
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\java\tudu\domain\comparator\package.html,Comparators used to sort domain objects
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\java\tudu\domain\package.html,Domain Layer This package contains the domain objects of application
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\java\tudu\security\package.html,Security related classes
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\java\tudu\service\impl\package.html,Implementation of the Service Layer
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\java\tudu\service\package.html,Service Layer
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\java\tudu\web\dwr\bean\package.html,Remote Data Transfer beans used by DWR
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\java\tudu\web\dwr\impl\package.html,Implementation of the Web Presentation Layer for DWR
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\java\tudu\web\dwr\package.html,Web Presentation Layer for DWR
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\java\tudu\web\mvc\package.html,Spring MVC Presentation Layer
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\java\tudu\web\package.html,Web Presentation Layer
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\java\tudu\web\servlet\package.html,Servlets used for the presentation layer
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\resources\ehcache.xml,java io tmpdir tudu hibernate web cache false domain User true roles todoLists Role Todo subTodos TodoList todos users Property
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\resources\META-INF\persistence.xml,tudu domain Property Role Todo TodoList User http java sun com xml ns persistence www w org XMLSchema instance xsd default RESOURCE LOCAL hibernate cache region factory class net sf ehcache SingletonEhCacheRegionFactory
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\resources\META-INF\spring\application-context-dwr.xml,http www springframework org schema beans w XMLSchema instance directwebremoting spring dwr context xsd bean tudu web RemoteTodoList RemoteTodo todoListsDwr impl TodoListsDwrImpl todo lists todosDwr TodosDwrImpl todos
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\resources\META-INF\spring\application-context-infrastructure-env.xml,http www springframework org schema beans w XMLSchema instance spring xsd infrastructure env application context xml
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\resources\META-INF\spring\application-context-infrastructure.xml,http www springframework org schema beans w XMLSchema instance context spring xsd dataSource com mchange v cp ComboPooledDataSource close driverClass datasource driverclassname jdbcUrl url user username password initialPoolSize minPoolSize maxPoolSize maxActive idleConnectionTestPeriod acquireIncrement maxStatements numHelperThreads transactionManager orm jpa JpaTransactionManager entityManagerFactory support PersistenceAnnotationBeanPostProcessor dao annotation PersistenceExceptionTranslationPostProcessor LocalContainerEntityManagerFactoryBean jpaVendorAdapter vendor HibernateJpaVendorAdapter database jpavendoradapter databasePlatform databaseplatform showSql showsql generateDdl generateddl persistenceXmlLocation classpath META INF persistence xml
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\resources\META-INF\spring\application-context-security.xml,http www springframework org schema security beans w XMLSchema instance context spring xsd tudu enabled ajax ROLE USER welcome ANONYMOUS recoverPassword register admin ADMIN servlet login authentication failure lists true tuduRocks logout authenticationManager userDetailsService
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\resources\META-INF\spring\application-context.xml,http www springframework org schema beans w XMLSchema instance tx context spring xsd application infrastructure xml env security dwr tudu service
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\resources\META-INF\spring\infrastructure\cloudbees\application-context-cloudbees-infrastructure.xml,http www springframework org schema beans w XMLSchema instance context spring xsd classpath META INF infrastructure cloudbees properties
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\resources\META-INF\spring\infrastructure\dev\application-context-dev-infrastructure.xml,http www springframework org schema beans w XMLSchema instance context spring xsd classpath META INF infrastructure dev properties
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\resources\META-INF\spring\infrastructure\inmemory\application-context-inmemory-infrastructure.xml,http www springframework org schema beans w XMLSchema instance context spring xsd classpath META INF infrastructure inmemory properties
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\webapp\index.jsp,window location href request getContextPath tudu welcome If you are not redirected automatically click here text javascript
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\webapp\mobile\index.html,Tudu Lists Mobile div jqmData role page live pdateFormat agebeforeshow function get tudu rest lists json result var append ul id todo data listview inset true filter each todoListList li a href alert this name list Vos listes sont maintenant disponibles sur mobile viewport width device initial scale stylesheet http code jquery com min css text javascript js header content
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\webapp\WEB-INF\dispatcher-servlet.xml,http www springframework org schema beans w XMLSchema instance context mvc spring xsd tudu web rest servlet view ContentNegotiatingViewResolver mediaTypes html text json application viewResolvers UrlBasedViewResolver viewClass JstlView prefix WEB INF views suffix jsp defaultViews MappingJacksonJsonView messageSource support ReloadableResourceBundleMessageSource basename messages localeChangeInterceptor in LocaleChangeInterceptor paramName lang localeResolver CookieLocaleResolver handlerMapping annotation DefaultAnnotationHandlerMapping interceptors multipartResolver multipart commons CommonsMultipartResolver menu net sf navigator MenuLoader menuConfig config xml
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\webapp\WEB-INF\fragments\footer.jsp, 
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\webapp\WEB-INF\fragments\header_body.jsp,container headerTable width px context tudu welcome background transparent staticContent images logo png Tudu Lists TabbedMenu org apache struts action MESSAGE Info Todos Administration Logout username user suit page center content
E:\nuaa\1st_Year\1_code\LocalGit\Tudu-Lists\src\main\webapp\WEB-INF\fragments\header_head.jsp,import staticContent css tudu var context gaq push setAccount googleAnalytics trackPageview function tracker url trackEvent clicked content type text html charset iso author Julien Dubois Keywords Tudu Lists free Open Source todo Todo List Spring Framework Java JEE AJAX JQuery Description is a non commercial on line application for managing lists shortcut icon favicon ico javascript scripts tabs js scriptaculous prototype currentStyle screen ne eq
