downloads,SpringToolsPlatform::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\tools\\SpringToolsPlatform.java::private List<SpringToolsDownload> downloads = new ArrayList<>();,11,"sagan\sagan-site\src\main\resources\templates\admin\tools\edit.html::edit.html::<td><input class=""input"" type=""text"" data-th-field=""*{downloads[__${size}__].downloadUrl}""/></td>::49","sagan\sagan-site\src\main\resources\templates\admin\tools\edit.html::edit.html::<tr data-th-each=""download* downloadStat : ${platform.downloads}"">::36","sagan\sagan-site\src\main\resources\templates\admin\tools\edit.html::edit.html::<td><input class=""input"" type=""text"" data-th-field=""*{downloads[__${size}__].version}""/></td>::48","sagan\sagan-site\src\main\resources\templates\admin\tools\edit.html::edit.html::<td><input class=""input"" type=""text"" data-th-field=""*{downloads[__${downloadStat.index}__].version}""/></td>::41","sagan\sagan-site\src\main\resources\templates\admin\tools\edit.html::edit.html::<td><input class=""input"" type=""text"" data-th-field=""*{downloads[__${downloadStat.index}__].downloadUrl}""/></td>::42","sagan\sagan-site\src\main\resources\templates\admin\tools\edit.html::edit.html::<tr data-th-with=""size=${platform.downloads.size()}"">::44","sagan\sagan-site\src\main\resources\templates\admin\tools\edit.html::edit.html::data-th-value=""*{downloads[__${downloadStat.index}__].variant}""></td>::38","sagan\sagan-site\src\main\resources\templates\admin\tools\edit.html::edit.html::<td><input class=""input"" type=""text"" data-th-field=""*{downloads[__${downloadStat.index}__].label}""/></td>::40","sagan\sagan-site\src\main\resources\templates\admin\tools\edit.html::edit.html::<td><input class=""input"" type=""text"" data-th-field=""*{downloads[__${downloadStat.index}__].variant}""/></td>::39","sagan\sagan-site\src\main\resources\templates\admin\tools\edit.html::edit.html::<td><input class=""input"" type=""text"" data-th-field=""*{downloads[__${size}__].label}""/></td>::47","sagan\sagan-site\src\main\resources\templates\admin\tools\edit.html::edit.html::<td><input class=""input"" type=""text"" data-th-field=""*{downloads[__${size}__].variant}""/></td>::46",,,,
display,Project::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\projects\\Project.java::private Display display = new Display();,15,"sagan\sagan-site\src\main\resources\templates\projects\_project_links.html::_project_links.html::<a href=""#"" data-th-href=""${project.display.siteUrl}"" class=""project-link"">::9","sagan\sagan-site\src\main\resources\templates\admin\project\index.html::index.html::<a data-th-href=""${project.display.siteUrl}"" target=""_blank"">::39","sagan\sagan-site\src\main\resources\templates\projects\index.html::index.html::<p data-th-text=""${project.display.tagLine}"">Takes an opinionated view of building Spring applications and gets you up and running as quickly as possible.</p>::37","sagan\sagan-site\src\main\resources\templates\guides\gs\guide.html::guide.html::<li data-th-each=""project : ${projects}""><a data-th-href=""${project.display.siteUrl}"" data-th-text=""${project.name}"">Spring Framework</a></li>::57","sagan\sagan-site\src\main\resources\templates\projects\index.html::index.html::data-th-href=""${project.display.siteUrl}"" data-th-attr=""data-groups=${project.groups.![name]}"">::66","sagan\sagan-site\src\main\resources\templates\projects\show.html::show.html::<a data-th-href=""${proj.display.siteUrl}"" data-th-text=""${proj.getName()}""></a>::22","sagan\sagan-site\src\main\resources\templates\projects\index.html::index.html::<p data-th-text=""${project.display.tagLine}"">Takes an opinionated view of building Spring applications and gets you up and running as quickly as possible.</p>::54","sagan\sagan-site\src\main\resources\templates\projects\index.html::index.html::data-th-href=""${project.display.siteUrl}"" data-th-attr=""data-groups=${project.groups.![name]}"">::48","sagan\sagan-site\src\main\resources\templates\projects\index.html::index.html::data-th-href=""${project.display.siteUrl}"" data-th-attr=""data-groups=${project.groups.![name]}"">::31","sagan\sagan-site\src\main\resources\templates\projects\index.html::index.html::<p class='m-0' data-th-text=""${project.display.tagLine}"">Very short one-line description.</p>::21","sagan\sagan-site\src\main\resources\templates\admin\project\index.html::index.html::<span data-th-text=""${project.display.siteUrl}"">/projects/spring-framework</span>::43","sagan\sagan-site\src\main\resources\templates\projects\index.html::index.html::<img class='proj-icon' data-th-src=""@{${project.display.imagePath ?: '/images/projects/spring.svg'}}"">::33","sagan\sagan-site\src\main\resources\templates\projects\index.html::index.html::<img class='proj-icon' data-th-src=""@{${project.display.imagePath ?: '/images/projects/spring.svg'}}"">::50","sagan\sagan-site\src\main\resources\templates\projects\index.html::index.html::<p data-th-text=""${project.display.tagLine}"">Takes an opinionated view of building Spring applications and gets you::69","sagan\sagan-site\src\main\resources\templates\projects\show.html::show.html::<a data-th-href=""${childProject.display.siteUrl}"">::31"
twitterUsername,MemberProfile::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\team\\MemberProfile.java::private String twitterUsername;,15,"sagan\sagan-site\src\main\resources\templates\team\show.html::show.html::data-th-text=""'@'+${profile.twitterUsername}""></div>::125","sagan\sagan-site\src\main\resources\templates\team\show.html::show.html::<a data-th-unless=""${#strings.isEmpty(profile.twitterUsername)}""::132","sagan\sagan-site\src\main\resources\templates\team\show.html::show.html::data-th-attr=""data-screen-name=${profile.twitterUsername}"" data-show-replies=""false""::152","sagan\sagan-site\src\main\resources\templates\admin\team\_member.html::_member.html::<p class=""subtitle is-6 has-text-link"">@<span data-th-text=""${member.twitterUsername}"">Twitter</span></p>::14","sagan\sagan-site\src\main\resources\templates\team\show.html::show.html::<div data-th-if=""${#strings.isEmpty(profile.twitterUsername)}"">::141","sagan\sagan-site\src\main\resources\templates\team\show.html::show.html::<div data-th-unless=""${#strings.isEmpty(profile.twitterUsername)}"" class=""twitter-handle""::124","sagan\sagan-site\src\main\resources\templates\team\show.html::show.html::<div data-th-unless=""${#strings.isEmpty(profile.twitterUsername)}"">::148","sagan\sagan-site\src\main\resources\templates\team\show.html::show.html::<div data-th-if=""${#strings.isEmpty(profile.twitterUsername)}"" class=""twitter-handle"">::121","sagan\sagan-site\src\main\resources\templates\team\show.html::show.html::data-th-href=""'https://twitter.com/intent/user?screen_name=' + ${profile.twitterUsername}"">::134","sagan\sagan-site\src\main\resources\templates\admin\team\edit.html::edit.html::data-th-errors=""*{twitterUsername}"">Incorrect Twitter username</p>::113","sagan\sagan-site\src\main\resources\templates\team\show.html::show.html::<a data-th-if=""${#strings.isEmpty(profile.twitterUsername)}""::126","sagan\sagan-site\src\main\resources\templates\admin\team\edit.html::edit.html::type=""text"" data-th-field=""*{twitterUsername}"" name=""twitterUsername"" placeholder=""username"">::111","sagan\sagan-site\src\main\resources\templates\admin\team\edit.html::edit.html::<p class=""help is-danger"" data-th-if=""${#fields.hasErrors('twitterUsername')}""::112","sagan\sagan-site\src\main\resources\templates\team\show.html::show.html::data-th-href=""'https://twitter.com/' + ${profile.twitterUsername}""::150","sagan\sagan-site\src\main\resources\templates\admin\team\edit.html::edit.html::<input class=""input"" data-th-classappend=""(${#fields.hasErrors('twitterUsername')}? ' is-danger')""::110"
newGeneration,ProjectFormGenerations::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\projects\\admin\\ProjectFormGenerations.java::private FormGeneration newGeneration;,8,"sagan\sagan-site\src\main\resources\templates\admin\project\edit-support.html::edit-support.html::data-th-errors=""*{newGeneration.name}"">Name must end with '.x'</p></td>::79","sagan\sagan-site\src\main\resources\templates\admin\project\edit-support.html::edit-support.html::<p class=""help is-danger"" data-th-if=""${#fields.hasErrors('newGeneration.initialReleaseDate')}""::81","sagan\sagan-site\src\main\resources\templates\admin\project\edit-support.html::edit-support.html::<td><input class=""input"" type=""text"" data-th-field=""*{newGeneration.name}"" placeholder=""2.1.x or Name.x""/>::77","sagan\sagan-site\src\main\resources\templates\admin\project\edit-support.html::edit-support.html::<td><input class=""input"" type=""text"" data-th-field=""*{newGeneration.ossSupportEnforcedEndDate}"" placeholder=""Leave blank to use official policy""/>::83","sagan\sagan-site\src\main\resources\templates\admin\project\edit-support.html::edit-support.html::data-th-errors=""*{newGeneration.initialReleaseDate}"">Date must use the '2021-01-01' format</p></td>::82","sagan\sagan-site\src\main\resources\templates\admin\project\edit-support.html::edit-support.html::<p class=""help is-danger"" data-th-if=""${#fields.hasErrors('newGeneration.name')}""::78","sagan\sagan-site\src\main\resources\templates\admin\project\edit-support.html::edit-support.html::<td><input class=""input"" type=""text"" data-th-field=""*{newGeneration.commercialSupportEnforcedEndDate}"" placeholder=""Leave blank to use official policy""/>::85","sagan\sagan-site\src\main\resources\templates\admin\project\edit-support.html::edit-support.html::<td><input class=""input"" type=""text"" data-th-field=""*{newGeneration.initialReleaseDate}"" placeholder=""2020-01-01""/>::80",,,,,,,
overview,Project::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\projects\\Project.java::private MarkupDocument overview = new MarkupDocument();,2,"sagan\sagan-site\src\main\resources\templates\projects\show.html::show.html::<div data-th-utext=""${project.overview.html}""></div>::102","sagan\sagan-site\src\main\resources\templates\projects\show.html::show.html::<div data-th-if=""${project.bootConfig.html} and ${#strings.length(project.bootConfig.html) > 0} and ${#strings.length(project.overview.html) > 0} ""::104",,,,,,,,,,,,,
jobTitle,MemberProfile::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\team\\MemberProfile.java::private String jobTitle;,7,"sagan\sagan-site\src\main\resources\templates\admin\team\edit.html::edit.html::type=""text"" data-th-field=""*{jobTitle}"" name=""jobTitle""::32","sagan\sagan-site\src\main\resources\templates\team\show.html::show.html::<meta property=""og:description"" data-th-content=""${profile.fullName} + ' - '+ ${profile.jobTitle}""/>::19","sagan\sagan-site\src\main\resources\templates\team\index.html::index.html::<p class=""team-member--position"" data-th-text=""${profile.jobTitle}"">Spring team member</p>::40","sagan\sagan-site\src\main\resources\templates\admin\team\edit.html::edit.html::<input class=""input"" data-th-classappend=""(${#fields.hasErrors('jobTitle')}? ' is-danger')""::31","sagan\sagan-site\src\main\resources\templates\team\show.html::show.html::<p data-th-text=""*{jobTitle}"" data-th-unless=""${#strings.isEmpty(profile.jobTitle)}"">Rock::53","sagan\sagan-site\src\main\resources\templates\admin\team\_member.html::_member.html::<span data-th-text=""${member.jobTitle}""></span>::19","sagan\sagan-site\src\main\resources\templates\admin\team\edit.html::edit.html::<p class=""help is-danger"" data-th-if=""${#fields.hasErrors('jobTitle')}"" data-th-errors=""*{name}"">Incorrect::34",,,,,,,,
parentProjectId,ProjectFormMetadata::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\projects\\admin\\ProjectFormMetadata.java::String parentProjectId;,6,"sagan\sagan-site\src\main\resources\templates\admin\project\new.html::new.html::<p class=""help is-danger"" data-th-if=""${#fields.hasErrors('parentProjectId')}"" data-th-errors=""*{parentProjectId}"">::74","sagan\sagan-site\src\main\resources\templates\admin\project\new.html::new.html::<input class=""input"" data-th-classappend=""(${#fields.hasErrors('parentProjectId')}? ' is-danger')""::72","sagan\sagan-site\src\main\resources\templates\admin\project\edit-metadata.html::edit-metadata.html::<p class=""help is-danger"" data-th-if=""${#fields.hasErrors('parentProjectId')}"" data-th-errors=""*{parentProjectId}"">::113","sagan\sagan-site\src\main\resources\templates\admin\project\new.html::new.html::type=""text"" data-th-field=""*{parentProjectId}"" name=""parentProjectId"" placeholder=""Parent project"">::73","sagan\sagan-site\src\main\resources\templates\admin\project\edit-metadata.html::edit-metadata.html::type=""text"" data-th-field=""*{parentProjectId}"" name=""parentProjectId"" placeholder=""Parent project"">::112","sagan\sagan-site\src\main\resources\templates\admin\project\edit-metadata.html::edit-metadata.html::<input class=""input"" data-th-classappend=""(${#fields.hasErrors('parentProjectId')}? ' is-danger')""::111",,,,,,,,,
downloadUrl,SpringToolsDownload::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\tools\\SpringToolsDownload.java::private String downloadUrl;,5,"sagan\sagan-site\src\main\resources\templates\tools\list.html::list.html::data-th-href=""${download.downloadUrl}"" data-th-text=""|${download.version} ${download.label}|"">v4.5 STS4 Linux 64-bit</a>::26","sagan\sagan-site\src\main\resources\templates\tools\list.html::list.html::data-th-href=""${download.downloadUrl}""><strong data-th-text=""|${download.label} ${download.version}|"">Spring Tools 4</strong><br><span class='smaller thin tt-none'>VSCode Marketplace</span></a>::40","sagan\sagan-site\src\main\resources\templates\admin\tools\edit.html::edit.html::<td><input class=""input"" type=""text"" data-th-field=""*{downloads[__${size}__].downloadUrl}""/></td>::49","sagan\sagan-site\src\main\resources\templates\admin\tools\edit.html::edit.html::<td><input class=""input"" type=""text"" data-th-field=""*{downloads[__${downloadStat.index}__].downloadUrl}""/></td>::42","sagan\sagan-site\src\main\resources\templates\tools\list.html::list.html::data-th-each=""download : ${theia.downloads}"" data-th-href=""${download.downloadUrl}""><strong data-th-text=""|${download.label} ${download.version}|"">Spring Tools 4</strong><br><span class='smaller thin tt-none'>Installation for Theia</span></a>::53",,,,,,,,,,
displaySortOrder,ProjectFormInfo::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\projects\\admin\\ProjectFormInfo.java::public int displaySortOrder;,4,"sagan\sagan-site\src\main\resources\templates\admin\project\edit-info.html::edit-info.html::<p class=""help is-danger"" data-th-if=""${#fields.hasErrors('displaySortOrder')}""::67","sagan\sagan-site\src\main\resources\templates\admin\project\edit-info.html::edit-info.html::<input class=""input"" data-th-classappend=""(${#fields.hasErrors('displaySortOrder')}? ' is-danger')""::65","sagan\sagan-site\src\main\resources\templates\admin\project\edit-info.html::edit-info.html::type=""number""  min=""0"" max=""256"" data-th-field=""*{displaySortOrder}"" name=""displaySortOrder"">::66","sagan\sagan-site\src\main\resources\templates\admin\project\edit-info.html::edit-info.html::data-th-errors=""*{displaySortOrder}"">Incorrect display order</p>::68",,,,,,,,,,,
subProjects,Project::sagan\\sagan-site\\src\\main\\java\\sagan\\site\\projects\\Project.java::private List<Project> subProjects = new ArrayList<>();,4,"sagan\sagan-site\src\main\resources\templates\projects\show.html::show.html::data-th-with=""isChildrenOpen=(${proj.equals(project)} or ${proj.equals(project.getParentProject())}) and ${proj.subProjects} and ${proj.subProjects.size()} > 0"">::20","sagan\sagan-site\src\main\resources\templates\projects\show.html::show.html::<i data-th-if=""${isChildrenOpen && proj.subProjects != null && proj.subProjects.size() > 0}""::25","sagan\sagan-site\src\main\resources\templates\projects\show.html::show.html::<i data-th-if=""${!isChildrenOpen && proj.subProjects != null && proj.subProjects.size() > 0}""::23","sagan\sagan-site\src\main\resources\templates\projects\show.html::show.html::<li class=""sidebar_child"" data-th-each=""childProject : ${proj.subProjects}""::29",,,,,,,,,,,
