javaclassnum,fieldsprob,fieldsavg,fieldssum
0,1.0,5.333333333333333,48
0,1.0,5.333333333333333,48
0,1.0,3.8333333333333335,46
0,1.0,3.8333333333333335,46
0,1.0,3.8333333333333335,46
0,1.0,3.8333333333333335,46
0,1.0,8.0,56
0,0.8571428571428571,6.142857142857143,43
0,0.8571428571428571,6.142857142857143,43
0,1.0,8.0,56
0,1.0,15.0,45
0,1.0,5.0,15
0,0.26666666666666666,0.5333333333333333,8
1,0.26666666666666666,2.0,30
1,0.26666666666666666,2.0,30
1,0.26666666666666666,2.0,30
1,0.26666666666666666,2.0,30
1,0.26666666666666666,0.4,6
0,0.125,0.4375,7
0,0.125,0.4375,7
0,0.3125,0.8125,13
0,0.3125,1.0625,17
0,0.3125,1.0625,17
0,0.3125,1.0625,17
0,0.3125,0.8125,13
0,0.3125,1.0625,17
0,0.125,0.125,2
0,0.75,4.25,68
0,0.75,4.25,68
0,0.75,4.25,68
0,1.0,5.333333333333333,48
0,1.0,5.333333333333333,48
0,0.4,2.0,30
1,0.4666666666666667,3.7333333333333334,56
0,0.4,2.0,30
0,0.2,0.4,6
1,0.4666666666666667,3.7333333333333334,56
0,0.3333333333333333,1.4666666666666666,22
0,0.4,2.2666666666666666,34
0,0.3333333333333333,1.4666666666666666,22
2,0.3333333333333333,1.7333333333333334,26
2,0.3333333333333333,1.7333333333333334,26
2,0.3333333333333333,1.7333333333333334,26
0,0.4,2.0,30
0,0.3333333333333333,4.666666666666667,14
0,0.3333333333333333,7.333333333333333,22
0,0.3333333333333333,7.333333333333333,22
0,0.3333333333333333,4.666666666666667,14
0,0.3333333333333333,2.6666666666666665,8
0,0.3333333333333333,7.333333333333333,22
0,0.3333333333333333,4.666666666666667,14
0,0.3333333333333333,5.0,15
0,0.3333333333333333,4.666666666666667,14
0,0.3333333333333333,7.333333333333333,22
0,0.3333333333333333,7.333333333333333,22
0,0.3333333333333333,2.6666666666666665,8
0,0.3333333333333333,7.333333333333333,22
0,0.3333333333333333,4.666666666666667,14
0,0.3333333333333333,7.333333333333333,22
0,0.3333333333333333,4.666666666666667,14
0,0.3333333333333333,4.666666666666667,14
0,0.3333333333333333,5.0,15
0,0.3333333333333333,5.0,15
0,0.3333333333333333,6.333333333333333,19
0,0.3333333333333333,7.333333333333333,22
0,0.3333333333333333,7.333333333333333,22
0,0.3333333333333333,4.666666666666667,14
0,0.3333333333333333,5.0,15
0,0.3333333333333333,7.333333333333333,22
0,0.3333333333333333,5.0,15
0,0.3333333333333333,6.333333333333333,19
0,0.3333333333333333,7.333333333333333,22
0,0.3333333333333333,5.0,15
0,0.3333333333333333,5.0,15
0,0.3333333333333333,4.666666666666667,14
0,0.3333333333333333,6.333333333333333,19
0,0.3333333333333333,2.6666666666666665,8
0,0.3333333333333333,4.666666666666667,14
0,0.3333333333333333,7.333333333333333,22
0,0.3333333333333333,3.3333333333333335,10
0,0.3333333333333333,5.0,15
0,0.3333333333333333,5.0,15
0,0.3333333333333333,2.6666666666666665,8
0,0.3333333333333333,7.333333333333333,22
0,0.3333333333333333,3.3333333333333335,10
0,0.3333333333333333,4.666666666666667,14
0,0.3333333333333333,6.333333333333333,19
0,0.3333333333333333,6.333333333333333,19
0,0.3333333333333333,6.333333333333333,19
0,0.3333333333333333,3.3333333333333335,10
0,0.3333333333333333,7.333333333333333,22
0,0.3333333333333333,2.6666666666666665,8
0,0.3333333333333333,6.333333333333333,19
0,0.3333333333333333,5.0,15
0,0.3333333333333333,7.333333333333333,22
0,0.3333333333333333,7.333333333333333,22
0,0.3333333333333333,5.0,15
0,0.3333333333333333,6.333333333333333,19
0,0.3333333333333333,4.666666666666667,14
0,0.3125,0.8125,13
0,0.3125,1.0625,17
0,0.3125,1.0625,17
0,0.3125,0.8125,13
0,0.3125,1.0625,17
0,0.3125,1.0625,17
0,0.75,4.25,68
0,0.3333333333333333,1.0,3
0,0.3333333333333333,1.3333333333333333,4
0,0.3333333333333333,1.3333333333333333,4
0,0.3333333333333333,1.3333333333333333,4
0,1.0,15.0,45
0,0.75,2.5,10
0,1.0,3.0,12
