issue,IssueActivity private Issue issue,IssueActivity hbm xml many to one not null true name issue class Issue cascade none insert true update true,1,IssueActivity,IssueActivity,IssueActivity.hbm.xml,itracker\itracker-persistence\src\main\java\org\itracker\model\IssueActivity.java,itracker\itracker-persistence\src\main\resources\org\itracker\model\IssueActivity.hbm.xml
issue,IssueActivity private Issue issue,IssueActivity hbm xml where activity issue id issueId,1,IssueActivity,IssueActivity,IssueActivity.hbm.xml,itracker\itracker-persistence\src\main\java\org\itracker\model\IssueActivity.java,itracker\itracker-persistence\src\main\resources\org\itracker\model\IssueActivity.hbm.xml
issue,IssueAttachment private Issue issue,IssueAttachment hbm xml many to one name issue class Issue,1,IssueAttachment,IssueAttachment,IssueAttachment.hbm.xml,itracker\itracker-persistence\src\main\java\org\itracker\model\IssueAttachment.java,itracker\itracker-persistence\src\main\resources\org\itracker\model\IssueAttachment.hbm.xml
issue,IssueAttachment private Issue issue,IssueAttachment hbm xml where attachment issue id issueId,1,IssueAttachment,IssueAttachment,IssueAttachment.hbm.xml,itracker\itracker-persistence\src\main\java\org\itracker\model\IssueAttachment.java,itracker\itracker-persistence\src\main\resources\org\itracker\model\IssueAttachment.hbm.xml
issue,IssueAttachment private Issue issue,list attachments jsp td c out value attachment issue id td,1,IssueAttachment,list attachments,list_attachments.jsp,itracker\itracker-persistence\src\main\java\org\itracker\model\IssueAttachment.java,itracker\itracker-web\src\main\webapp\module-admin\admin_attachment\list_attachments.jsp
issue,IssueField private Issue issue,IssueField hbm xml many to one name issue class Issue,1,IssueField,IssueField,IssueField.hbm.xml,itracker\itracker-persistence\src\main\java\org\itracker\model\IssueField.java,itracker\itracker-persistence\src\main\resources\org\itracker\model\IssueField.hbm.xml
issue,Notification private Issue issue,Notification hbm xml many to one name issue class Issue,1,Notification,Notification,Notification.hbm.xml,itracker\itracker-persistence\src\main\java\org\itracker\model\Notification.java,itracker\itracker-persistence\src\main\resources\org\itracker\model\Notification.hbm.xml
issue,Notification private Issue issue,Notification hbm xml where notification issue id issueId,1,Notification,Notification,Notification.hbm.xml,itracker\itracker-persistence\src\main\java\org\itracker\model\Notification.java,itracker\itracker-persistence\src\main\resources\org\itracker\model\Notification.hbm.xml
issue,IssueHistory private Issue issue,IssueHistory hbm xml many to one name issue class Issue,1,IssueHistory,IssueHistory,IssueHistory.hbm.xml,itracker\itracker-persistence\src\main\java\org\itracker\model\IssueHistory.java,itracker\itracker-persistence\src\main\resources\org\itracker\model\IssueHistory.hbm.xml
issue,IssueHistory private Issue issue,IssueHistory hbm xml where history issue id issueId,1,IssueHistory,IssueHistory,IssueHistory.hbm.xml,itracker\itracker-persistence\src\main\java\org\itracker\model\IssueHistory.java,itracker\itracker-persistence\src\main\resources\org\itracker\model\IssueHistory.hbm.xml
issue,FormatIssueOwnerTag private Issue issue,portalhome jsp issue unassignedIssue issue format short td,1,FormatIssueOwnerTag,portalhome,portalhome.jsp,itracker\itracker-web\src\main\java\org\itracker\web\taglib\FormatIssueOwnerTag.java,itracker\itracker-web\src\main\webapp\portalhome.jsp
issue,FormatIssueOwnerTag private Issue issue,list issues jsp it formatIssueOwner issue issuePTO issue format short,1,FormatIssueOwnerTag,list issues,list_issues.jsp,itracker\itracker-web\src\main\java\org\itracker\web\taglib\FormatIssueOwnerTag.java,itracker\itracker-web\src\main\webapp\module-projects\list_issues.jsp
issue,FormatIssueOwnerTag private Issue issue,itracker tld locale issue the issue whose owner to display format the,1,FormatIssueOwnerTag,itracker,itracker.tld,itracker\itracker-web\src\main\java\org\itracker\web\taglib\FormatIssueOwnerTag.java,itracker\itracker-web\src\main\webapp\WEB-INF\tld\itracker.tld
issue,FormatIssueOwnerTag private Issue issue,itracker tld name issue name,1,FormatIssueOwnerTag,itracker,itracker.tld,itracker\itracker-web\src\main\java\org\itracker\web\taglib\FormatIssueOwnerTag.java,itracker\itracker-web\src\main\webapp\WEB-INF\tld\itracker.tld
issue,FormatIssueOwnerTag private Issue issue,itracker tld the key for the message to display if the issue is null or,1,FormatIssueOwnerTag,itracker,itracker.tld,itracker\itracker-web\src\main\java\org\itracker\web\taglib\FormatIssueOwnerTag.java,itracker\itracker-web\src\main\webapp\WEB-INF\tld\itracker.tld
issue,IssuePTO private Issue issue,list issues jsp info itracker web image watch issue alt arg0 issuePTO issue id,1,IssuePTO,list issues,list_issues.jsp,itracker\itracker-web\src\main\java\org\itracker\web\ptos\IssuePTO.java,itracker\itracker-web\src\main\webapp\module-projects\list_issues.jsp
issue,IssuePTO private Issue issue,list issues jsp info itracker web image view issue alt arg0 issuePTO issue id,1,IssuePTO,list issues,list_issues.jsp,itracker\itracker-web\src\main\java\org\itracker\web\ptos\IssuePTO.java,itracker\itracker-web\src\main\webapp\module-projects\list_issues.jsp
issue,IssuePTO private Issue issue,list issues jsp info itracker web image edit issue alt arg0 issuePTO issue id,1,IssuePTO,list issues,list_issues.jsp,itracker\itracker-web\src\main\java\org\itracker\web\ptos\IssuePTO.java,itracker\itracker-web\src\main\webapp\module-projects\list_issues.jsp
issue,IssueRelation private Issue issue,IssueRelation hbm xml many to one name issue class Issue,1,IssueRelation,IssueRelation,IssueRelation.hbm.xml,itracker\itracker-persistence\src\main\java\org\itracker\model\IssueRelation.java,itracker\itracker-persistence\src\main\resources\org\itracker\model\IssueRelation.hbm.xml
