org itracker model IssueActivity long serialVersionUID Issue issue User user String description boolean notificationSent IssueActivityType activityType AbstractEntity IdComparator CreateDateComparator LastModifiedDateComparator ComparatorEntity ID COMPARATOR ComparatorAbstractEntity CREATE DATE LAST MODIFIED Integer id Date createDate lastModifiedDate ComparatorClass CLASS,IssueActivity id issue user activityType description notificationSent lastModifiedDate createDate,1
org itracker model IssueActivity long serialVersionUID Issue issue User user String description boolean notificationSent IssueActivityType activityType AbstractEntity IdComparator CreateDateComparator LastModifiedDateComparator ComparatorEntity ID COMPARATOR ComparatorAbstractEntity CREATE DATE LAST MODIFIED Integer id Date createDate lastModifiedDate ComparatorClass CLASS,select activity from IssueActivity as where issue id issueId and notificationSent,1
org itracker model IssueAttachment SizeComparator OriginalFilenameComparator long serialVersionUID ComparatorIssueAttachment SIZE COMPARATOR ORIGIINAL FILENAME Issue issue String originalFileName fileName type size description byte fileData User user AbstractEntity IdComparator CreateDateComparator LastModifiedDateComparator ComparatorEntity ID ComparatorAbstractEntity CREATE DATE LAST MODIFIED Integer id Date createDate lastModifiedDate ComparatorClass CLASS,IssueAttachment id issue user originalFileName fileName type description size fileData lastModifiedDate createDate,1
org itracker model IssueAttachment SizeComparator OriginalFilenameComparator long serialVersionUID ComparatorIssueAttachment SIZE COMPARATOR ORIGIINAL FILENAME Issue issue String originalFileName fileName type size description byte fileData User user AbstractEntity IdComparator CreateDateComparator LastModifiedDateComparator ComparatorEntity ID ComparatorAbstractEntity CREATE DATE LAST MODIFIED Integer id Date createDate lastModifiedDate ComparatorClass CLASS,IssueAttachment id issue user originalFileName fileName type description size fileData lastModifiedDate createDate,1
org itracker model IssueAttachment SizeComparator OriginalFilenameComparator long serialVersionUID ComparatorIssueAttachment SIZE COMPARATOR ORIGIINAL FILENAME Issue issue String originalFileName fileName type size description byte fileData User user AbstractEntity IdComparator CreateDateComparator LastModifiedDateComparator ComparatorEntity ID ComparatorAbstractEntity CREATE DATE LAST MODIFIED Integer id Date createDate lastModifiedDate ComparatorClass CLASS,itracker web admin listattachments title exportattachments image export attachments alt attr pto id download removeattachment delete issue originalFileName description size 1024 lastModifiedDate error noattachments,1
org itracker model IssueField long serialVersionUID Logger log Issue issue IssueException String TYPE UNKNOWN CF INVALID LIST OPTION PARSE NUM DATE REQ FIELD type CustomField customField stringValue Integer intValue Date dateValue AbstractEntity IdComparator CreateDateComparator LastModifiedDateComparator ComparatorEntity ID COMPARATOR ComparatorAbstractEntity CREATE LAST MODIFIED id createDate lastModifiedDate ComparatorClass CLASS,IssueField id issue customField stringValue intValue dateValue,1
org itracker model Notification IssueUserRoleComparator UserComparator RoleComparator long serialVersionUID ComparatorNotification TYPE COMPARATOR USER ISSUE ROLE Issue issue User user Role role,Notification id issue user notificationRole lastModifiedDate createDate,1
org itracker model Notification IssueUserRoleComparator UserComparator RoleComparator long serialVersionUID ComparatorNotification TYPE COMPARATOR USER ISSUE ROLE Issue issue User user Role role,Notification id issue user notificationRole lastModifiedDate createDate,1
org itracker model IssueHistory long serialVersionUID Issue issue util IssueUtilitiesIT String description int status User creator AbstractEntity IdComparator CreateDateComparator LastModifiedDateComparator ComparatorEntity ID COMPARATOR ComparatorAbstractEntity CREATE DATE LAST MODIFIED Integer id Date createDate lastModifiedDate ComparatorClass CLASS,IssueHistory id issue user description status lastModifiedDate createDate,1
org itracker model IssueHistory long serialVersionUID Issue issue util IssueUtilitiesIT String description int status User creator AbstractEntity IdComparator CreateDateComparator LastModifiedDateComparator ComparatorEntity ID COMPARATOR ComparatorAbstractEntity CREATE DATE LAST MODIFIED Integer id Date createDate lastModifiedDate ComparatorClass CLASS,IssueHistory id issue user description status lastModifiedDate createDate,1
