IssueActivity private Issue issue,IssueActivity hbm xml many to one not null true name issue class Issue cascade none insert true update true,1
IssueActivity private Issue issue,IssueActivity hbm xml where activity issue id issueId,1
IssueAttachment private Issue issue,IssueAttachment hbm xml many to one name issue class Issue,1
IssueAttachment private Issue issue,IssueAttachment hbm xml where attachment issue id issueId,1
IssueAttachment private Issue issue,list attachments jsp td c out value attachment issue id td,1
IssueField private Issue issue,IssueField hbm xml many to one name issue class Issue,1
Notification private Issue issue,Notification hbm xml many to one name issue class Issue,1
Notification private Issue issue,Notification hbm xml where notification issue id issueId,1
IssueHistory private Issue issue,IssueHistory hbm xml many to one name issue class Issue,1
IssueHistory private Issue issue,IssueHistory hbm xml where history issue id issueId,1
FormatIssueOwnerTag private Issue issue,portalhome jsp issue unassignedIssue issue format short td,1
FormatIssueOwnerTag private Issue issue,list issues jsp it formatIssueOwner issue issuePTO issue format short,1
FormatIssueOwnerTag private Issue issue,itracker tld locale issue the issue whose owner to display format the,1
FormatIssueOwnerTag private Issue issue,itracker tld name issue name,1
FormatIssueOwnerTag private Issue issue,itracker tld the key for the message to display if the issue is null or,1
IssuePTO private Issue issue,list issues jsp info itracker web image watch issue alt arg issuePTO issue id,1
IssuePTO private Issue issue,list issues jsp info itracker web image view issue alt arg issuePTO issue id,1
IssuePTO private Issue issue,list issues jsp info itracker web image edit issue alt arg issuePTO issue id,1
IssueRelation private Issue issue,IssueRelation hbm xml many to one name issue class Issue,1
IssueRelation private Issue issue,IssueRelation hbm xml where relation issue id issueId,1
Permission private User user,Permission hbm xml many to one not null true name user class User lazy false,1
Permission private User user,Permission hbm xml where permission user id userId,1
IssueActivity private User user,IssueActivity hbm xml many to one name user class User,1
UserPreferences private User user,UserPreferences hbm xml one to one name user class User constrained false,1
Notification private User user,Notification hbm xml many to one name user class User,1
Notification private User user,Issue hbm xml and notification user id userId,1
Notification private User user,Issue hbm xml where notification user id userId,1
IssueAttachment private User user,IssueAttachment hbm xml many to one name user class User,1
IssueAttachment private User user,view issue jsp attachment user firstName nbsp attachment user lastName em,1
IssueAttachment private User user,edit issue jsp attachment user firstName nbsp attachment user lastName em,1
AddErrorTag private String key,itracker tld resource bundle key to add to the list,1
AddErrorTag private String key,itracker tld name key name,1
AddErrorTag private String key,itracker tld of the session scope bean to check for ERROR KEY key the,1
DisplayReportForm private String type,validation module reports xml field property type,1
DisplayReportForm private String type,list reports jsp html hidden property type value project,1
IssueAttachment private String type,view issue jsp attachment type fmt formatNumber pattern value attachment size,1
IssueAttachment private String type,edit issue jsp attachment type fmt formatNumber pattern value attachment size,1
CustomField private Type type,edit project jsp label customField name customField type label,1
Component private Status status,Component hbm xml property name status index componentbeanStatusIdx,1
IssueForm private Integer status null,edit issue jsp html hidden property status,1
IssueForm private Integer status null,edit issue jsp html select property status styleClass form control,1
IssueForm private Integer status null,validation module projects xml field property status depends required long,1
ProjectForm private Integer status,edit project jsp html select property status styleClass form control,1
User private int status,edit preferences jsp div class pull right label label edituser status success danger statusName div,1
User private int status,edit user jsp c when test edituser status,1
User private int status,edit user jsp div class label label edituser status success danger userStatus div,1
User private int status,User hbm xml property name status index userbeanStatusIdx,1
User private int status,User hbm xml where user status,1
User private int status,User hbm xml where user status userStatus,1
Issue private Integer status,Issue hbm xml where issue status maxStatus,1
Issue private Integer status,Issue hbm xml and issue status maxStatus,1
Issue private Integer status,Issue hbm xml and issue status maxExclusiveStatus,1
Issue private Integer status,edit issue jsp c when test currUser superUser hasFullEdit issue status issue status,1
Issue private Integer status,Issue hbm xml where issue status issueStatus,1
Issue private Integer status,Issue hbm xml and issue status maxExclusiveStatus,1
Issue private Integer status,Issue hbm xml and issue status maxExclusiveStatus,1
Issue private Integer status,Issue hbm xml and issue status minStatus,1
Issue private Integer status,Issue hbm xml and issue status minStatus,1
Issue private Integer status,Issue hbm xml where issue status maxExclusiveStatus,1
Issue private Integer status,Issue hbm xml and issue status maxStatus,1
Issue private Integer status,Issue hbm xml and issue status maxExclusiveStatus,1
Issue private Integer status,Issue hbm xml and issue status maxExclusiveStatus,1
Issue private Integer status,Issue hbm xml and issue status maxExclusiveStatus,1
Issue private Integer status,Issue hbm xml and issue status maxExclusiveStatus,1
Issue private Integer status,Issue hbm xml and issue status maxExclusiveStatus,1
Issue private Integer status,Issue hbm xml property name status index issuebeanStatusIdx,1
Project private Status status,Project hbm xml property name status index projectbeanStatusIdx,1
Project private Status status,Issue hbm xml where project status in,1
Project private Status status,Issue hbm xml where project status in,1
Project private Status status,Issue hbm xml where project status in,1
Project private Status status,Project hbm xml where project status projectStatus,1
Project private Status status,Project hbm xml where project status in,1
Project private Status status,Issue hbm xml where project status in,1
Version private Status status,Version hbm xml property name status,1
IssueHistory private int status,IssueHistory hbm xml property name status,1
ProjectScript private Project project,ProjectScript hbm xml many to one name project class Project,1
Issue private Project project,move issue jsp paramValue issue project id,1
Issue private Project project,portalhome jsp td createdIssue issue project name td,1
Issue private Project project,edit issue jsp issue project name,1
Issue private Project project,portalhome jsp td unassignedIssue issue project name td,1
Issue private Project project,portalhome jsp value unassignedIssue issue project id,1
Issue private Project project,move issue jsp strong issue project name strong p,1
Issue private Project project,portalhome jsp value unassignedIssue issue project id,1
Issue private Project project,view issue jsp issue project name,1
Issue private Project project,portalhome jsp td c out value ownedIssue issue project name td,1
Issue private Project project,portalhome jsp td watchedIssue issue project name td,1
Issue private Project project,Issue hbm xml where project status in,1
Issue private Project project,Issue hbm xml where project status in,1
Issue private Project project,Issue hbm xml where project status in,1
Issue private Project project,Issue hbm xml where issue project id projectId,1
Issue private Project project,Issue hbm xml where issue project id projectId,1
Issue private Project project,Issue hbm xml where issue project id projectId,1
Issue private Project project,Issue hbm xml many to one name project class Project,1
Issue private Project project,Issue hbm xml where issue project id projectId,1
Issue private Project project,Issue hbm xml inner join issue project as project,1
Issue private Project project,Issue hbm xml inner join issue project as project,1
Issue private Project project,Issue hbm xml inner join issue project as project,1
Issue private Project project,Issue hbm xml and issue project id select project id from Issue where id issueId,1
Issue private Project project,Issue hbm xml and issue project id select project id from Issue where id issueId,1
Issue private Project project,Issue hbm xml where issue project id projectId,1
Issue private Project project,Issue hbm xml inner join issue project as project,1
Issue private Project project,Issue hbm xml where project status in,1
Issue private Project project,Issue hbm xml where issue project id projectId,1
Issue private Project project,Issue hbm xml where issue project id projectId,1
Permission private Project project,Permission hbm xml many to one not null true name project class Project lazy false,1
Permission private Project project,Permission hbm xml where permission project id projectId,1
Version private Project project,Version hbm xml many to one name project class Project,1
Component private Project project,Component hbm xml many to one name project class Project,1
Issue private String resolution,edit issue jsp p class form control static issue resolution null issue resolution p,1
Issue private String resolution,view issue jsp projectOptions project options issue resolution it formatResolution p,1
IssueForm private String resolution null,edit issue jsp html text size property resolution styleClass form control,1
IssueForm private String resolution null,search issues form jsp html select property resolution styleClass form control,1
IssueForm private String resolution null,edit issue jsp html select property resolution styleClass form control,1
FormatLinkTag private String action null,list languages jsp it link action editlanguageform targetAction update paramName locale styleClass btn btn sm btn link,1
FormatLinkTag private String action null,edit customfield jsp it link action editlanguageform,1
FormatLinkTag private String action null,adminhome jsp it link action editprojectform targetAction create styleClass btn btn link,1
FormatLinkTag private String action null,list languages jsp it link action editlanguageform targetAction create paramName locale styleClass btn btn sm btn link,1
FormatLinkTag private String action null,edit configuration jsp it link action editlanguageform targetAction update configurationForm key,1
