page,UserAction::springside\\examples\\mini-web\\src\\main\\java\\org\\springside\\examples\\miniweb\\web\\account\\UserAction.java::private Page<User> page = new Page<User>(5);//姣忛〉5鏉¤褰?,14,"springside\examples\mini-web\src\main\webapp\WEB-INF\content\account\user.jsp::user.jsp::<s:if test=""page.hasNext""><a href=""javascript:jumpPage(${page.nextPage})"">/a></s:if>::72","springside\examples\mini-web\src\main\webapp\WEB-INF\content\account\user.jsp::user.jsp::<a href=""javascript:jumpPage(${page.totalPages})""></a>::73","springside\tools\maven\archetype\src\main\resources\archetype-resources\src\main\webapp\WEB-INF\content\account\user.jsp::user.jsp::<input type=""hidden"" name=""page.pageNo"" id=""pageNo"" value=""${symbol_dollar}{page.pageNo}""/>::26","springside\tools\maven\archetype\src\main\resources\archetype-resources\src\main\webapp\WEB-INF\content\account\user.jsp::user.jsp::<s:if test=""page.hasPre""><a href=""javascript:jumpPage(${symbol_dollar}{page.prePage})"">/a></s:if>::74","springside\tools\maven\archetype\src\main\resources\archetype-resources\src\main\webapp\WEB-INF\content\account\user.jsp::user.jsp::<a href=""javascript:jumpPage(${symbol_dollar}{page.totalPages})""></a>::76","springside\examples\mini-web\src\main\webapp\WEB-INF\content\account\user.jsp::user.jsp::<input type=""hidden"" name=""page.pageNo"" id=""pageNo"" value=""${page.pageNo}""/>::23","springside\tools\maven\archetype\src\main\resources\archetype-resources\src\main\webapp\WEB-INF\content\account\user.jsp::user.jsp::<s:iterator value=""page.result"">::48","springside\tools\maven\archetype\src\main\resources\archetype-resources\src\main\webapp\WEB-INF\content\account\user.jsp::user.jsp::<input type=""hidden"" name=""page.order"" id=""order"" value=""${symbol_dollar}{page.order}""/>::28","springside\examples\mini-web\src\main\webapp\WEB-INF\content\account\user.jsp::user.jsp::<s:iterator value=""page.result"">::45","springside\examples\mini-web\src\main\webapp\WEB-INF\content\account\user.jsp::user.jsp::<s:if test=""page.hasPre""><a href=""javascript:jumpPage(${page.prePage})""></a></s:if>::71","springside\tools\maven\archetype\src\main\resources\archetype-resources\src\main\webapp\WEB-INF\content\account\user.jsp::user.jsp::<input type=""hidden"" name=""page.orderBy"" id=""orderBy"" value=""${symbol_dollar}{page.orderBy}""/>::27","springside\examples\mini-web\src\main\webapp\WEB-INF\content\account\user.jsp::user.jsp::<input type=""hidden"" name=""page.orderBy"" id=""orderBy"" value=""${page.orderBy}""/>::24","springside\examples\mini-web\src\main\webapp\WEB-INF\content\account\user.jsp::user.jsp::<input type=""hidden"" name=""page.order"" id=""order"" value=""${page.order}""/>::25","springside\tools\maven\archetype\src\main\resources\archetype-resources\src\main\webapp\WEB-INF\content\account\user.jsp::user.jsp::<s:if test=""page.hasNext""><a href=""javascript:jumpPage(${symbol_dollar}{page.nextPage})""></a></s:if>::75"
userDetailsService,SpringSecurityInInterceptor::springside\\modules\\extension\\src\\main\\java\\org\\springside\\modules\\security\\springsecurity\\cxf\\SpringSecurityInInterceptor.java::private UserDetailsService userDetailsService;,1,"springside\examples\showcase\src\main\resources\webservice\applicationContext-cxf-server.xml::applicationContext-cxf-server.xml::<property name=""userDetailsService"" ref=""userDetailsService"" />::60",,,,,,,,,,,,,
notifyQueue,AdvancedNotifyMessageProducer::springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\jms\\advanced\\AdvancedNotifyMessageProducer.java::private Destination notifyQueue;,1,"springside\examples\showcase\src\main\resources\jms\applicationContext-jms-advanced.xml::applicationContext-jms-advanced.xml::<property name=""notifyQueue"" ref=""advancedNotifyQueue"" />::51",,,,,,,,,,,,,
notifyQueue,NotifyMessageProducer::springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\jms\\simple\\NotifyMessageProducer.java::private Destination notifyQueue;,1,"springside\examples\showcase\src\main\resources\jms\applicationContext-jms-simple.xml::applicationContext-jms-simple.xml::<property name=""notifyQueue"" ref=""notifyQueue"" />::36",,,,,,,,,,,,,
notificationMailEnabled,ServerConfig::springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\jmx\\server\\ServerConfig.java::private String nodeName;,1,"springside\examples\showcase\src\main\resources\jmx\applicationContext-jmx-server.xml::applicationContext-jmx-server.xml::<property name=""notificationMailEnabled"" value=""true"" />::14",,,,,,,,,,,,,
notificationMailEnabled,JmxClientAction::springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\jmx\\client\\JmxClientAction.java::private String nodeName;,1,"springside\examples\showcase\src\main\webapp\WEB-INF\content\jmx\jmx-client.jsp::jmx-client.jsp::value=""notificationMailEnabled"" list=""#{'true':'false':'}"" theme=""simple""/>::78",,,,,,,,,,,,,
notifyTopic,NotifyMessageProducer::springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\jms\\simple\\NotifyMessageProducer.java::private Destination notifyTopic;,1,"springside\examples\showcase\src\main\resources\jms\applicationContext-jms-simple.xml::applicationContext-jms-simple.xml::<property name=""notifyTopic"" ref=""notifyTopic"" />::37",,,,,,,,,,,,,
notifyTopic,AdvancedNotifyMessageProducer::springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\jms\\advanced\\AdvancedNotifyMessageProducer.java::private Destination notifyTopic;,1,"springside\examples\showcase\src\main\resources\jms\applicationContext-jms-advanced.xml::applicationContext-jms-advanced.xml::<property name=""notifyTopic"" ref=""advancedNotifyTopic"" />::52",,,,,,,,,,,,,
nodeName,ServerConfig::springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\jmx\\server\\ServerConfig.java::private String nodeName;,1,"springside\examples\showcase\src\main\resources\jmx\applicationContext-jmx-server.xml::applicationContext-jmx-server.xml::<property name=""nodeName"" value=""${server.node_name}"" />::13",,,,,,,,,,,,,
nodeName,JmxClientAction::springside\\examples\\showcase\\src\\main\\java\\org\\springside\\examples\\showcase\\jmx\\client\\JmxClientAction.java::private String nodeName;,1,"springside\examples\showcase\src\main\webapp\WEB-INF\content\jmx\jmx-client.jsp::jmx-client.jsp::<td><input id=""nodeName"" name=""nodeName"" value=""${nodeName}""/></td>::73",,,,,,,,,,,,,
