id,FlowUserPerformer private Long id new Long 1,FlowUserPerformer hbm xml name id,1,FlowUserPerformer,FlowUserPerformer,FlowUserPerformer.hbm.xml,powerstone\src\org\powerstone\workflow\model\FlowUserPerformer.java,powerstone\src\org\powerstone\workflow\model\FlowUserPerformer.hbm.xml
id,FlowTaskRefuse private Long id new Long 1,FlowTaskRefuse hbm xml name id,1,FlowTaskRefuse,FlowTaskRefuse,FlowTaskRefuse.hbm.xml,powerstone\src\org\powerstone\workflow\model\FlowTaskRefuse.java,powerstone\src\org\powerstone\workflow\model\FlowTaskRefuse.hbm.xml
id,FlowTaskAssigner private Long id new Long 1,FlowTaskAssigner hbm xml name id,1,FlowTaskAssigner,FlowTaskAssigner,FlowTaskAssigner.hbm.xml,powerstone\src\org\powerstone\workflow\model\FlowTaskAssigner.java,powerstone\src\org\powerstone\workflow\model\FlowTaskAssigner.hbm.xml
id,FlowProcTransition private Long id new Long 1,FlowProcTransition hbm xml name id,1,FlowProcTransition,FlowProcTransition,FlowProcTransition.hbm.xml,powerstone\src\org\powerstone\workflow\model\FlowProcTransition.java,powerstone\src\org\powerstone\workflow\model\FlowProcTransition.hbm.xml
id,NewTask private Long id new Long 1,NewTask hbm xml name id,1,NewTask,NewTask,NewTask.hbm.xml,powerstone\src\org\powerstone\workflow\model\NewTask.java,powerstone\src\org\powerstone\workflow\model\NewTask.hbm.xml
id,FlowTaskUser private Long id new Long 1,FlowTaskUser hbm xml name id,1,FlowTaskUser,FlowTaskUser,FlowTaskUser.hbm.xml,powerstone\src\org\powerstone\workflow\model\FlowTaskUser.java,powerstone\src\org\powerstone\workflow\model\FlowTaskUser.hbm.xml
id,FlowRolePerformer private Long id new Long 1,FlowRolePerformer hbm xml name id,1,FlowRolePerformer,FlowRolePerformer,FlowRolePerformer.hbm.xml,powerstone\src\org\powerstone\workflow\model\FlowRolePerformer.java,powerstone\src\org\powerstone\workflow\model\FlowRolePerformer.hbm.xml
id,Resource private Long id new Long 1,Resource hbm xml name id,1,Resource,Resource,Resource.hbm.xml,powerstone\src\org\powerstone\ca\model\Resource.java,powerstone\src\org\powerstone\ca\model\Resource.hbm.xml
id,User private Long id new Long 1,User hbm xml name id,1,User,User,User.hbm.xml,powerstone\src\org\powerstone\ca\model\User.java,powerstone\src\org\powerstone\ca\model\User.hbm.xml
id,FlowProcRelativeData private Long id new Long 1,FlowProcRelativeData hbm xml name id,1,FlowProcRelativeData,FlowProcRelativeData,FlowProcRelativeData.hbm.xml,powerstone\src\org\powerstone\workflow\model\FlowProcRelativeData.java,powerstone\src\org\powerstone\workflow\model\FlowProcRelativeData.hbm.xml
id,FlowTaskRole private Long id new Long 1,FlowTaskRole hbm xml name id,1,FlowTaskRole,FlowTaskRole,FlowTaskRole.hbm.xml,powerstone\src\org\powerstone\workflow\model\FlowTaskRole.java,powerstone\src\org\powerstone\workflow\model\FlowTaskRole.hbm.xml
url,HasNoRightToDoTag private String url,powerstone ca tld name url name,1,HasNoRightToDoTag,powerstone ca,powerstone-ca.tld,powerstone\src\org\powerstone\ca\tags\HasNoRightToDoTag.java,powerstone\web\WEB-INF\powerstone-ca.tld
url,HasRightToDoTag private String url,powerstone ca tld name url name,1,HasRightToDoTag,powerstone ca,powerstone-ca.tld,powerstone\src\org\powerstone\ca\tags\HasRightToDoTag.java,powerstone\web\WEB-INF\powerstone-ca.tld
user,UserRight private User user,UserRight hbm xml name user,1,UserRight,UserRight,UserRight.hbm.xml,powerstone\src\org\powerstone\ca\model\UserRight.java,powerstone\src\org\powerstone\ca\model\UserRight.hbm.xml
user,UserRight private User user,User hbm xml select ur from UserRight as ur where ur user id and ur resource id and ur privilege,1,UserRight,User,User.hbm.xml,powerstone\src\org\powerstone\ca\model\UserRight.java,powerstone\src\org\powerstone\ca\model\User.hbm.xml
group,GroupRight private Group group,GroupRight hbm xml name group,1,GroupRight,GroupRight,GroupRight.hbm.xml,powerstone\src\org\powerstone\ca\model\GroupRight.java,powerstone\src\org\powerstone\ca\model\GroupRight.hbm.xml
group,GroupRight private Group group,Group hbm xml select gr from GroupRight as gr where gr group groupID and gr resource id and gr privilege,1,GroupRight,Group,Group.hbm.xml,powerstone\src\org\powerstone\ca\model\GroupRight.java,powerstone\src\org\powerstone\ca\model\Group.hbm.xml
resource,GroupRight private Resource resource,Group hbm xml select g from Group as g left join g rights as gr where gr resource id,1,GroupRight,Group,Group.hbm.xml,powerstone\src\org\powerstone\ca\model\GroupRight.java,powerstone\src\org\powerstone\ca\model\Group.hbm.xml
resource,GroupRight private Resource resource,Group hbm xml select gr from GroupRight as gr where gr group groupID and gr resource id and gr privilege,1,GroupRight,Group,Group.hbm.xml,powerstone\src\org\powerstone\ca\model\GroupRight.java,powerstone\src\org\powerstone\ca\model\Group.hbm.xml
resource,GroupRight private Resource resource,GroupRight hbm xml name resource,1,GroupRight,GroupRight,GroupRight.hbm.xml,powerstone\src\org\powerstone\ca\model\GroupRight.java,powerstone\src\org\powerstone\ca\model\GroupRight.hbm.xml
resource,RoleRight private Resource resource,Role hbm xml select r from Role as r left join r rights as rr where rr resource id,1,RoleRight,Role,Role.hbm.xml,powerstone\src\org\powerstone\ca\model\RoleRight.java,powerstone\src\org\powerstone\ca\model\Role.hbm.xml
resource,RoleRight private Resource resource,Role hbm xml select rr from RoleRight as rr where rr role roleID and rr resource id and rr privilege,1,RoleRight,Role,Role.hbm.xml,powerstone\src\org\powerstone\ca\model\RoleRight.java,powerstone\src\org\powerstone\ca\model\Role.hbm.xml
resource,RoleRight private Resource resource,UserRight hbm xml name resource,1,RoleRight,UserRight,UserRight.hbm.xml,powerstone\src\org\powerstone\ca\model\RoleRight.java,powerstone\src\org\powerstone\ca\model\UserRight.hbm.xml
resource,RoleRight private Resource resource,RoleRight hbm xml name resource,1,RoleRight,RoleRight,RoleRight.hbm.xml,powerstone\src\org\powerstone\ca\model\RoleRight.java,powerstone\src\org\powerstone\ca\model\RoleRight.hbm.xml
resource,UserRight private Resource resource,User hbm xml select u from User as u left join u rights as ur where ur resource id,1,UserRight,User,User.hbm.xml,powerstone\src\org\powerstone\ca\model\UserRight.java,powerstone\src\org\powerstone\ca\model\User.hbm.xml
