MemberProfile private String jobTitle,show html p data th text jobTitle data th unless strings isEmpty profile jobTitle Rock,1,sagan\sagan-site\src\main\java\sagan\site\team\MemberProfile.java,sagan\sagan-site\src\main\resources\templates\team\show.html,jobTitle,Team profile fullName CDATA var teamLocations id latitude longitude Spring Member Name Rock Star Location Subttitle Ligula Risus Tristique Pharetra Blog Posts by name This week in Category June has been an interesting Read more Videos springcentral Follow const theme document body className indexOf dark light querySelector twitter obj setAttribute data border color ffffff bf function d s js fjs getElementsByTagName p http test location https if getElementById createElement src platform com widgets parentNode insertBefore script wjs layout head content bio div text stylesheet css all og url www spring io team username javascript maps googleapis api key AIzaSyBOVeQZLTLC RxhGtRXOVxqQQQcPbQ callback initMap title image avatarUrl description jobTitle member map wrapper container fluid uppercase smallest bold backlink blue link darken block arrow info row span mobile right pane avatar strings isEmpty left social pull icon lg me twitterLink href hasTwitterUsername fab fa github githubLink hasGithubUsername sub main members with padding blog items posts post path meta item toLowerCase category replace urlSlug calendar date publishAt dates format MMMM yyyy renderedSummary summary preview readmore showReadMore videoEmbeds embedded video header twitterUsername handle button small animate intent user screen timeline false nofooter transparent noheader noscrollbar, For unit testing purposes MemberProfile id name jobTitle location bio avatarUrl gravatarEmail githubUsername username speakerdeckUsername twitterUsername lanyrdUsername githubId geoLocation videoEmbeds hidden getId Optional  return empty getName setName this getFullName null getUsername setJobTitle getJobTitle getLocation setLocation getBio setBio getAvatarUrl setAvatarUrl getGithubUsername setGithubUsername hasGithubUsername StringUtils isEmpty getGithubId setGithubId getGravatarEmail setGravatarEmail getSpeakerdeckUsername setSpeakerdeckUsername hasSpeakerdeckUsername getTwitterUsername setTwitterUsername hasTwitterUsername getLanyrdUsername setLanyrdUsername hasLanyrdUsername getTwitterLink if new Link String format http twitter com s getSpeakerdeckLink pathAndHost speakerdeck https getGithubLink github getLanyrdLink lanyrd profile getGeoLocation setGeoLocation getTeamLocation TeamLocation getLatitude getLongitude getVideoEmbeds setVideoEmbeds isHidden setHidden setUsername equals o true getClass false that hashCode int result strategy GenerationType IDENTITY nullable type text
ProjectFormInfo public String bootConfigSource,edit info html p class help is danger data th if fields hasErrors bootConfigSource data th errors bootConfigSource,1,sagan\sagan-site\src\main\java\sagan\site\projects\admin\ProjectFormInfo.java,sagan\sagan-site\src\main\resources\templates\admin\project\edit-info.html,bootConfigSource,Admin Edit project id Projects Metadata Info Releases Support Samples Site URL Incorrect site Display Order display order Path to icon path Project Tag Line tag line Groups Group groups Added the Featured section on projects page Spring Boot configuration Please use Asciidoc format Overview overview Save Cancel admin layout head content body nav ul form text is active small far fa folder open true info fas releases download support calendar check samples code post hidden columns column half field label control input fields hasErrors displaySiteUrl danger spring boot help displaySortOrder number displayImagePath images svg textarea displayTagLine displayed in list select multiple group name checkbox displayFeatured bootConfigSource Tell developers which starter they can where get started with this overviewSource Documentation tab buttons centered submit button primary, ProjectFormInfo id displaySiteUrl displayFeatured displayTagLine displaySortOrder displayImagePath groups bootConfigSource overviewSource getId Optional  return empty setId this getDisplaySiteUrl setDisplaySiteUrl isDisplayFeatured setDisplayFeatured getDisplayTagLine setDisplayTagLine getDisplaySortOrder setDisplaySortOrder getDisplayImagePath setDisplayImagePath getGroups setGroups getBootConfigSource setBootConfigSource getOverviewSource setOverviewSource
MemberProfile private String lanyrdUsername,edit html input class input data th classappend fields hasErrors lanyrdUsername is danger,1,sagan\sagan-site\src\main\java\sagan\site\team\MemberProfile.java,sagan\sagan-site\src\main\resources\templates\admin\team\edit.html,lanyrdUsername,Admin Team Edit profile fullName username Informations Name Incorrect name Job Title job title Alumni Switch on this flag to indicate someone has left the Spring team Location location Geolocation geoLocation Social Gravatar Email Your user avatar throughout site email Sign up for a account or edit your settings Speakerdeck Twitter Lanyrd More Short Bio chars less no markup supported Save Cancel admin layout head content body ul form text is active page formAction post columns column half field label control input fields hasErrors danger help jobTitle role checkbox hidden e g hr gravatarEmail emily pivotal io avatarUrl http gravatar com https emails speakerdeckUsername twitterUsername lanyrdUsername textarea bio Tell us bit about yourself buttons centered submit button primary, For unit testing purposes MemberProfile id name jobTitle location bio avatarUrl gravatarEmail githubUsername username speakerdeckUsername twitterUsername lanyrdUsername githubId geoLocation videoEmbeds hidden getId Optional  return empty getName setName this getFullName null getUsername setJobTitle getJobTitle getLocation setLocation getBio setBio getAvatarUrl setAvatarUrl getGithubUsername setGithubUsername hasGithubUsername StringUtils isEmpty getGithubId setGithubId getGravatarEmail setGravatarEmail getSpeakerdeckUsername setSpeakerdeckUsername hasSpeakerdeckUsername getTwitterUsername setTwitterUsername hasTwitterUsername getLanyrdUsername setLanyrdUsername hasLanyrdUsername getTwitterLink if new Link String format http twitter com s getSpeakerdeckLink pathAndHost speakerdeck https getGithubLink github getLanyrdLink lanyrd profile getGeoLocation setGeoLocation getTeamLocation TeamLocation getLatitude getLongitude getVideoEmbeds setVideoEmbeds isHidden setHidden setUsername equals o true getClass false that hashCode int result strategy GenerationType IDENTITY nullable type text
Display private String tagLine,index html p class m data th text project display tagLine Very short one line description p,1,sagan\sagan-site\src\main\java\sagan\site\projects\Display.java,sagan\sagan-site\src\main\resources\templates\projects\index.html,tagLine,Spring Projects From configuration to security web apps big data whatever the infrastructure needs of your application may be there is a Project help you build it Start small and use just what need modular by design Featured Kubernetes Very short one line description group label Boot Takes an opinionated view building applications gets up running as quickly possible Community in Attic layout head content projects div hero container h mb antialiased Main uppercase thin wide not lists isEmpty featured flex jc between project proj third rad shadow hover border dark bg white box m name display tagLine filters blue pointer ai center groups text filter exit images close svg wrap ACTIVE half siteUrl icon imagePath spring community category COMMUNITY attic END OF LIFE js, Project information useful for displaying the project on website Display siteUrl featured tagLine sortOrder imagePath getSiteUrl Optional  return this empty setSiteUrl isFeatured setFeatured getTagLine setTagLine getSortOrder setSortOrder getImagePath setImagePath
MemberProfile private String jobTitle,edit html input class input data th classappend fields hasErrors jobTitle is danger,1,sagan\sagan-site\src\main\java\sagan\site\team\MemberProfile.java,sagan\sagan-site\src\main\resources\templates\admin\team\edit.html,jobTitle,Admin Team Edit profile fullName username Informations Name Incorrect name Job Title job title Alumni Switch on this flag to indicate someone has left the Spring team Location location Geolocation geoLocation Social Gravatar Email Your user avatar throughout site email Sign up for a account or edit your settings Speakerdeck Twitter Lanyrd More Short Bio chars less no markup supported Save Cancel admin layout head content body ul form text is active page formAction post columns column half field label control input fields hasErrors danger help jobTitle role checkbox hidden e g hr gravatarEmail emily pivotal io avatarUrl http gravatar com https emails speakerdeckUsername twitterUsername lanyrdUsername textarea bio Tell us bit about yourself buttons centered submit button primary, For unit testing purposes MemberProfile id name jobTitle location bio avatarUrl gravatarEmail githubUsername username speakerdeckUsername twitterUsername lanyrdUsername githubId geoLocation videoEmbeds hidden getId Optional  return empty getName setName this getFullName null getUsername setJobTitle getJobTitle getLocation setLocation getBio setBio getAvatarUrl setAvatarUrl getGithubUsername setGithubUsername hasGithubUsername StringUtils isEmpty getGithubId setGithubId getGravatarEmail setGravatarEmail getSpeakerdeckUsername setSpeakerdeckUsername hasSpeakerdeckUsername getTwitterUsername setTwitterUsername hasTwitterUsername getLanyrdUsername setLanyrdUsername hasLanyrdUsername getTwitterLink if new Link String format http twitter com s getSpeakerdeckLink pathAndHost speakerdeck https getGithubLink github getLanyrdLink lanyrd profile getGeoLocation setGeoLocation getTeamLocation TeamLocation getLatitude getLongitude getVideoEmbeds setVideoEmbeds isHidden setHidden setUsername equals o true getClass false that hashCode int result strategy GenerationType IDENTITY nullable type text
Project private Display display new Display,index html img class proj icon data th src project display imagePath images projects spring svg,1,sagan\sagan-site\src\main\java\sagan\site\projects\Project.java,sagan\sagan-site\src\main\resources\templates\projects\index.html,display,Spring Projects From configuration to security web apps big data whatever the infrastructure needs of your application may be there is a Project help you build it Start small and use just what need modular by design Featured Kubernetes Very short one line description group label Boot Takes an opinionated view building applications gets up running as quickly possible Community in Attic layout head content projects div hero container h mb antialiased Main uppercase thin wide not lists isEmpty featured flex jc between project proj third rad shadow hover border dark bg white box m name display tagLine filters blue pointer ai center groups text filter exit images close svg wrap ACTIVE half siteUrl icon imagePath spring community category COMMUNITY attic END OF LIFE js, A project in the Spring portfolio This class contains information about ul li coordinates and its support status relationship with other projects umbrella or sub available releases for release generations documentation Project id e g code spring boot Boot link SupportStatus of SupportPolicy URL source repository Parent Sub Set Release sorted by their version ProjectGeneration ProjectGroup this belongs to Information used displaying on website MarkupDocument containing specific configuration overview List ProjectSample sample applications Comma separated list tags official StackOverflow name supportPolicy repoUrl parentProject subProjects generationsInfo groups display bootConfig samples stackOverflowTags getId Optional  return empty getName setName Assert hasText should not be getStatus setStatus getSupportPolicy setSupportPolicy policy getRepoUrl setRepoUrl getParentProject setParentProject getParentId if null isTopLevelProject getSubProjects setSubProjects forEach getReleases setReleases addRelease new setProject add removeRelease findRelease ifPresent remove stream filter equals getVersion findFirst getCurrentRelease isCurrent getNonCurrentReleases collect toList computeCurrentRelease rel setCurrent false compareTo isGeneralAvailability true hasReleases isEmpty getGenerationsInfo findGeneration getGenerations gen addGeneration initialReleaseDate generation recordModification removeGeneration hasGenerations getGroups setGroups getDisplay setDisplay getBootConfig setBootConfig getOverview setOverview getSamples removeSample addSample title url projectSample setSamples hasSamples getStackOverflowTags setStackOverflowTags o getClass hashCode Objects hash tree attributeNodes NamedAttributeNode EnumType STRING mappedBy sortOrder cascade CascadeType ALL orphanRemoval lastModified column Column lastmodified group bootconfig html
SpringToolsDownload private String downloadUrl,edit html td input class input type text data th field downloads size downloadUrl td,1,sagan\sagan-site\src\main\java\sagan\site\tools\SpringToolsDownload.java,sagan\sagan-site\src\main\resources\templates\admin\tools\edit.html,downloadUrl,Admin Edit platform id Spring Tools Id Incorrect name Delete Variant Label Version Download URL Save Cancel admin layout head content body ul form text tools is active page post title field label control input fields hasErrors danger Name help table striped fullwidth download downloadStat downloads checkbox downloadsToDelete index variant version downloadUrl size buttons centered submit button primary, Spring Tools download information for a given platform and operating system SpringToolsDownload downloadUrl variant label version getDownloadUrl Optional  return this empty setDownloadUrl getVariant setVariant getLabel setLabel getVersion setVersion toString serial nullable false
SpringToolsPlatform private List SpringToolsDownload downloads new ArrayList,edit html td input class input type text data th field downloads size downloadUrl td,1,sagan\sagan-site\src\main\java\sagan\site\tools\SpringToolsPlatform.java,sagan\sagan-site\src\main\resources\templates\admin\tools\edit.html,downloads,Admin Edit platform id Spring Tools Id Incorrect name Delete Variant Label Version Download URL Save Cancel admin layout head content body ul form text tools is active page post title field label control input fields hasErrors danger Name help table striped fullwidth download downloadStat downloads checkbox downloadsToDelete index variant version downloadUrl size buttons centered submit button primary, Spring Tools supported platform SpringToolsPlatform id downloads setId Optional  this empty getId return getDownloads setDownloads toString serial unused
Display private String imagePath,index html img class proj icon data th src project display imagePath images projects spring svg,1,sagan\sagan-site\src\main\java\sagan\site\projects\Display.java,sagan\sagan-site\src\main\resources\templates\projects\index.html,imagePath,Spring Projects From configuration to security web apps big data whatever the infrastructure needs of your application may be there is a Project help you build it Start small and use just what need modular by design Featured Kubernetes Very short one line description group label Boot Takes an opinionated view building applications gets up running as quickly possible Community in Attic layout head content projects div hero container h mb antialiased Main uppercase thin wide not lists isEmpty featured flex jc between project proj third rad shadow hover border dark bg white box m name display tagLine filters blue pointer ai center groups text filter exit images close svg wrap ACTIVE half siteUrl icon imagePath spring community category COMMUNITY attic END OF LIFE js, Project information useful for displaying the project on website Display siteUrl featured tagLine sortOrder imagePath getSiteUrl Optional  return this empty setSiteUrl isFeatured setFeatured getTagLine setTagLine getSortOrder setSortOrder getImagePath setImagePath
MemberProfile private String twitterUsername,show html div data th if strings isEmpty profile twitterUsername class twitter handle,1,sagan\sagan-site\src\main\java\sagan\site\team\MemberProfile.java,sagan\sagan-site\src\main\resources\templates\team\show.html,twitterUsername,Team profile fullName CDATA var teamLocations id latitude longitude Spring Member Name Rock Star Location Subttitle Ligula Risus Tristique Pharetra Blog Posts by name This week in Category June has been an interesting Read more Videos springcentral Follow const theme document body className indexOf dark light querySelector twitter obj setAttribute data border color ffffff bf function d s js fjs getElementsByTagName p http test location https if getElementById createElement src platform com widgets parentNode insertBefore script wjs layout head content bio div text stylesheet css all og url www spring io team username javascript maps googleapis api key AIzaSyBOVeQZLTLC RxhGtRXOVxqQQQcPbQ callback initMap title image avatarUrl description jobTitle member map wrapper container fluid uppercase smallest bold backlink blue link darken block arrow info row span mobile right pane avatar strings isEmpty left social pull icon lg me twitterLink href hasTwitterUsername fab fa github githubLink hasGithubUsername sub main members with padding blog items posts post path meta item toLowerCase category replace urlSlug calendar date publishAt dates format MMMM yyyy renderedSummary summary preview readmore showReadMore videoEmbeds embedded video header twitterUsername handle button small animate intent user screen timeline false nofooter transparent noheader noscrollbar, For unit testing purposes MemberProfile id name jobTitle location bio avatarUrl gravatarEmail githubUsername username speakerdeckUsername twitterUsername lanyrdUsername githubId geoLocation videoEmbeds hidden getId Optional  return empty getName setName this getFullName null getUsername setJobTitle getJobTitle getLocation setLocation getBio setBio getAvatarUrl setAvatarUrl getGithubUsername setGithubUsername hasGithubUsername StringUtils isEmpty getGithubId setGithubId getGravatarEmail setGravatarEmail getSpeakerdeckUsername setSpeakerdeckUsername hasSpeakerdeckUsername getTwitterUsername setTwitterUsername hasTwitterUsername getLanyrdUsername setLanyrdUsername hasLanyrdUsername getTwitterLink if new Link String format http twitter com s getSpeakerdeckLink pathAndHost speakerdeck https getGithubLink github getLanyrdLink lanyrd profile getGeoLocation setGeoLocation getTeamLocation TeamLocation getLatitude getLongitude getVideoEmbeds setVideoEmbeds isHidden setHidden setUsername equals o true getClass false that hashCode int result strategy GenerationType IDENTITY nullable type text
